seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064042.1,7474344,7474594,peak70822,muscle_mesentery_retractor,5.17908694764077,Nvec_vc1.1_XM_032362775.2,2.21653931236949,1,"","","",PARG_cat/PARG_cat,"",1.44928506585084
NC_064042.1,7474344,7474594,peak70822,muscle_mesentery_retractor,5.17908694764077,Nvec_vc1.1_XM_032362775.2,2.21653931236949,1,"","","",PARG_cat/PARG_cat,"",1.44928506585084
NC_064042.1,7474344,7474594,peak70822,muscle_mesentery_retractor,5.17908694764077,Nvec_vc1.1_XM_032362775.2,2.21653931236949,1,"","","",PARG_cat/PARG_cat,"",1.44928506585084
NC_064042.1,7475192,7475442,peak70825,muscle_mesentery_retractor,38.0268604888677,Nvec_vc1.1_XM_032362775.2,2.21653931236949,1,"","","",PARG_cat/PARG_cat,"",1.44928506585084
NC_064034.1,16064880,16065130,peak7085,muscle_mesentery_retractor,27.159758630081,Nvec_vc1.1_XM_048729040.1,2.48971789561644,1,Alg10b,"","",DIE2_ALG10,"",1.26609278582887
NC_064034.1,16065170,16065420,peak7086,muscle_mesentery_retractor,24.572998229727,Nvec_vc1.1_XM_048729040.1,2.48971789561644,1,Alg10b,"","",DIE2_ALG10,"",1.26609278582887
NC_064042.1,7547633,7547883,peak70867,muscle_mesentery_retractor,60.5565210730578,Nvec_vc1.1_XM_048732427.1,1.98154928920008,1,"","","",DUF1759/gag-asp_proteas/Peptidase_A17/Integrase_H2C2/DUF5641,"",1.98154928920008
NC_064034.1,16067941,16068191,peak7091,muscle_mesentery_retractor,8.57403656294682,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16067941,16068191,peak7091,muscle_mesentery_retractor,8.57403656294682,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16068470,16068720,peak7092,muscle_mesentery_retractor,11.0825645128345,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16068470,16068720,peak7092,muscle_mesentery_retractor,11.0825645128345,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16068470,16068720,peak7092,muscle_mesentery_retractor,11.0825645128345,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16068470,16068720,peak7092,muscle_mesentery_retractor,11.0825645128345,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16068895,16069145,peak7093,muscle_mesentery_retractor,27.4690797984612,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16068895,16069145,peak7093,muscle_mesentery_retractor,27.4690797984612,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16069185,16069435,peak7094,muscle_mesentery_retractor,37.9102097092667,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16069185,16069435,peak7094,muscle_mesentery_retractor,37.9102097092667,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16069185,16069435,peak7094,muscle_mesentery_retractor,37.9102097092667,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16069185,16069435,peak7094,muscle_mesentery_retractor,37.9102097092667,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16070074,16070324,peak7095,muscle_mesentery_retractor,30.5086811465922,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16070074,16070324,peak7095,muscle_mesentery_retractor,30.5086811465922,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16070698,16070948,peak7096,muscle_mesentery_retractor,11.6150166814189,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16070698,16070948,peak7096,muscle_mesentery_retractor,11.6150166814189,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064042.1,7716693,7716943,peak70961,muscle_mesentery_retractor,7.38966432899843,Nvec_NVE14421,1.31968278417234,4,Cdkn1b,"","",CDI,"",1.31968278417234
NC_064042.1,7716693,7716943,peak70961,muscle_mesentery_retractor,7.38966432899843,Nvec_NVE14421,1.31968278417234,4,Cdkn1b,"","",CDI,"",1.31968278417234
NC_064042.1,7718589,7718839,peak70964,muscle_mesentery_retractor,2.0964969020222,Nvec_NVE14421,1.31968278417234,4,Cdkn1b,"","",CDI,"",1.31968278417234
NC_064042.1,7718589,7718839,peak70964,muscle_mesentery_retractor,2.0964969020222,Nvec_NVE14421,1.31968278417234,4,Cdkn1b,"","",CDI,"",1.31968278417234
NC_064042.1,7719481,7719731,peak70966,muscle_mesentery_retractor,1.44047456934704,Nvec_NVE14421,1.31968278417234,4,Cdkn1b,"","",CDI,"",1.31968278417234
NC_064034.1,16071589,16071839,peak7097,muscle_mesentery_retractor,10.7335398651869,Nvec_vc1.1_XM_032380355.2,7.15344141454927,1,"","","","","",2.94897856974474
NC_064034.1,16071589,16071839,peak7097,muscle_mesentery_retractor,10.7335398651869,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064042.1,7857927,7858177,peak71047,muscle_mesentery_retractor,8.66509498195683,Nvec_vc1.1_XM_032385068.2,1.82958871410357,5,"","","","","",1.82958871410357
NC_064042.1,7857927,7858177,peak71047,muscle_mesentery_retractor,8.66509498195683,Nvec_vc1.1_XM_032385068.2,1.82958871410357,5,"","","","","",1.82958871410357
NC_064034.1,16075713,16075963,peak7105,muscle_mesentery_retractor,4.26164294954722,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16075713,16075963,peak7105,muscle_mesentery_retractor,4.26164294954722,Nvec_vc1.1_XM_032380356.2,3.96806947482299,1,"","","","","",2.35761025424645
NC_064034.1,16094998,16095248,peak7119,muscle_mesentery_retractor,2.09784162865119,Nvec_vc1.1_XM_032380342.2,1.95120659260413,2,Rapgef1,"","",RasGEF_N/RasGEF,"",1.95120659260413
NC_064042.1,8204677,8204927,peak71207,muscle_mesentery_retractor,8.78212024239123,Nvec_vc1.1_XM_001635481.3,1.45493583761344,2,"","","",7tm_1,"",1.25938819571352
NC_064042.1,8205922,8206172,peak71208,muscle_mesentery_retractor,2.61624225505549,Nvec_vc1.1_XM_001635481.3,1.45493583761344,2,"","","",7tm_1,"",1.25938819571352
NC_064042.1,8205922,8206172,peak71208,muscle_mesentery_retractor,2.61624225505549,Nvec_vc1.1_XM_001635481.3,1.45493583761344,2,"","","",7tm_1,"",1.25938819571352
NC_064034.1,16097369,16097619,peak7126,muscle_mesentery_retractor,4.40723939538367,Nvec_vc1.1_XM_032380342.2,1.95120659260413,2,Rapgef1,"","",RasGEF_N/RasGEF,"",1.95120659260413
NC_064042.1,8386647,8386897,peak71291,muscle_mesentery_retractor,2.4044988765575,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8387301,8387551,peak71293,muscle_mesentery_retractor,7.78466500987268,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8387301,8387551,peak71293,muscle_mesentery_retractor,7.78466500987268,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8387301,8387551,peak71293,muscle_mesentery_retractor,7.78466500987268,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8387301,8387551,peak71293,muscle_mesentery_retractor,7.78466500987268,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8393626,8393876,peak71300,muscle_mesentery_retractor,4.95384523728467,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8393626,8393876,peak71300,muscle_mesentery_retractor,4.95384523728467,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8393626,8393876,peak71300,muscle_mesentery_retractor,4.95384523728467,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8393626,8393876,peak71300,muscle_mesentery_retractor,4.95384523728467,Nvec_vc1.1_XM_001635532.3,1.32560949893827,4,"","","",adh_short,"",1.32560949893827
NC_064042.1,8896870,8897120,peak71556,muscle_mesentery_retractor,15.830283584122,Nvec_vc1.1_XM_032385127.2,1.82807356785955,3,"","","",E1_DerP2_DerF2,"",1.35588547783055
NC_064042.1,8896870,8897120,peak71556,muscle_mesentery_retractor,15.830283584122,Nvec_vc1.1_XM_032385146.2,2.04279833538092,1,"","","",IGFBP,"",1.30179602482958
NC_064042.1,8896870,8897120,peak71556,muscle_mesentery_retractor,15.830283584122,Nvec_vc1.1_XM_032385144.2,1.77219383580321,3,Vegfc/Pdgfb/Vegfb,"","",PDGF,"",1.49791467420151
NC_064042.1,9114344,9114594,peak71653,muscle_mesentery_retractor,8.40470313883026,Nvec_vc1.1_XM_032373187.2,1.45384001757867,2,Farp2/Farp1/Frmd7,"","",FERM_N/FERM_M/FERM_C/FA/RhoGEF/PH/PH,"",1.35454645551221
NC_064042.1,9119992,9120241,peak71663,muscle_mesentery_retractor,6.47245863688977,Nvec_vc1.1_XM_032373187.2,1.45384001757867,2,Farp2/Farp1/Frmd7,"","",FERM_N/FERM_M/FERM_C/FA/RhoGEF/PH/PH,"",1.35454645551221
NC_064042.1,9119992,9120241,peak71663,muscle_mesentery_retractor,6.47245863688977,Nvec_vc1.1_XM_032373187.2,1.45384001757867,2,Farp2/Farp1/Frmd7,"","",FERM_N/FERM_M/FERM_C/FA/RhoGEF/PH/PH,"",1.35454645551221
NC_064042.1,9198637,9198887,peak71700,muscle_mesentery_retractor,22.0116940151154,Nvec_vc1.1_XM_032373180.1,2.30700907819259,2,"","","",DUF885,"",2.30700907819259
NC_064042.1,9416761,9417011,peak71794,muscle_mesentery_retractor,10.6500731939811,Nvec_vc1.1_XM_048733044.1,1.39094760771108,4,"","","","","",1.39094760771108
NC_064042.1,9575530,9575780,peak71854,muscle_mesentery_retractor,7.88991114591135,Nvec_vc1.1_XM_048732216.1,1.56952540803531,2,U2surp,"","",RRM_1/Surp/CID/cwf21,"",1.4659751957578
NC_064042.1,9575530,9575780,peak71854,muscle_mesentery_retractor,7.88991114591135,Nvec_vc1.1_XM_048732216.1,1.56952540803531,2,U2surp,"","",RRM_1/Surp/CID/cwf21,"",1.4659751957578
NC_064042.1,10023177,10023427,peak72031,muscle_mesentery_retractor,12.3047763328113,Nvec_vc1.1_XM_032372056.2,1.65159722508908,3,"","","",Fz/Fz,"",1.65159722508908
NC_064042.1,10023177,10023427,peak72031,muscle_mesentery_retractor,12.3047763328113,Nvec_v1g132212,1.58904769678343,4,"","","","","",1.58904769678343
NC_064042.1,10040293,10040543,peak72044,muscle_mesentery_retractor,13.6281149996596,Nvec_vc1.1_XM_048732198.1,2.23517581768809,2,"","","",Fz/Fz,"",1.43297164882693
NC_064042.1,11053480,11053730,peak72451,muscle_mesentery_retractor,9.37601280043576,Nvec_vc1.1_XM_032376562.2,1.39139435207859,6,"","","","","",1.39139435207859
NC_064042.1,11053781,11054031,peak72452,muscle_mesentery_retractor,6.72109688840471,Nvec_vc1.1_XM_032376562.2,1.39139435207859,6,"","","","","",1.39139435207859
NC_064042.1,11054230,11054480,peak72453,muscle_mesentery_retractor,1.7602897119902,Nvec_vc1.1_XM_032376562.2,1.39139435207859,6,"","","","","",1.39139435207859
NC_064034.1,16495167,16495417,peak7278,muscle_mesentery_retractor,1.45230475931096,Nvec_vc1.1_XM_032380333.2,1.39893467509071,3,Slc1a2/Slc1a1/Slc1a7/Slc1a6/Slc1a3/Slc1a4/Slc1a5,"","",SDF,"",1.39893467509071
NC_064034.1,16495167,16495417,peak7278,muscle_mesentery_retractor,1.45230475931096,Nvec_vc1.1_XM_032380333.2,1.39893467509071,3,Slc1a2/Slc1a1/Slc1a7/Slc1a6/Slc1a3/Slc1a4/Slc1a5,"","",SDF,"",1.39893467509071
NC_064042.1,11933803,11934053,peak72883,muscle_mesentery_retractor,14.6856914277933,Nvec_vc1.1_XM_032381797.2,1.30562136919492,3,"","","","","",1.30562136919492
NC_064034.1,16499131,16499381,peak7289,muscle_mesentery_retractor,12.7418720637298,Nvec_vc1.1_XM_032380333.2,1.39893467509071,3,Slc1a2/Slc1a1/Slc1a7/Slc1a6/Slc1a3/Slc1a4/Slc1a5,"","",SDF,"",1.39893467509071
NC_064042.1,12094549,12094799,peak72976,muscle_mesentery_retractor,9.0237880438483,Nvec_vc1.1_XM_032381787.2,1.43168260666683,1,"","","",Phosphodiest,"",1.43168260666683
NC_064042.1,12094549,12094799,peak72976,muscle_mesentery_retractor,9.0237880438483,Nvec_vc1.1_XM_032381769.2,1.30443441076597,2,"","","",Phosphodiest,"",1.23701583772925
NC_064042.1,13119322,13119572,peak73425,muscle_mesentery_retractor,7.17413358752638,Nvec_vc1.1_XM_032374813.2,1.20344460411033,6,Aoc1l1/Aoc1l3/Aoc1l2/Aoc1/Aoc2/Aoc3,"","",Cu_amine_oxidN2/DUF1965/Cu_amine_oxid,"",1.20344460411033
NC_064042.1,13689965,13690215,peak73674,muscle_mesentery_retractor,13.2841543541908,Nvec_vc1.1_XM_048733015.1,1.27505832148975,8,Arhgap32/Arhgap31/Arhgap33/Arhgap30,"","",SH3_9/RhoGAP,"",1.27505832148975
NC_064042.1,13692014,13692264,peak73676,muscle_mesentery_retractor,18.9982978143937,Nvec_vc1.1_XM_048733015.1,1.27505832148975,8,Arhgap32/Arhgap31/Arhgap33/Arhgap30,"","",SH3_9/RhoGAP,"",1.27505832148975
NC_064042.1,13696052,13696302,peak73681,muscle_mesentery_retractor,1.64543473820385,Nvec_vc1.1_XM_048733015.1,1.27505832148975,8,Arhgap32/Arhgap31/Arhgap33/Arhgap30,"","",SH3_9/RhoGAP,"",1.27505832148975
NC_064042.1,14155799,14156049,peak73883,muscle_mesentery_retractor,2.86643800640022,Nvec_vc1.1_XM_032375078.2,1.41496540181377,3,"","","",Integrin_beta/I-EGF_1/Integrin_B_tail/Integrin_b_cyt,"",1.41496540181377
NC_064042.1,14157668,14157918,peak73887,muscle_mesentery_retractor,10.649247633962,Nvec_vc1.1_XM_032375078.2,1.41496540181377,3,"","","",Integrin_beta/I-EGF_1/Integrin_B_tail/Integrin_b_cyt,"",1.41496540181377
NC_064042.1,14157668,14157918,peak73887,muscle_mesentery_retractor,10.649247633962,Nvec_vc1.1_XM_032375078.2,1.41496540181377,3,"","","",Integrin_beta/I-EGF_1/Integrin_B_tail/Integrin_b_cyt,"",1.41496540181377
NC_064042.1,14158288,14158538,peak73888,muscle_mesentery_retractor,5.09139034520324,Nvec_vc1.1_XM_032375078.2,1.41496540181377,3,"","","",Integrin_beta/I-EGF_1/Integrin_B_tail/Integrin_b_cyt,"",1.41496540181377
NC_064034.1,16785242,16785492,peak7407,muscle_mesentery_retractor,3.79263974943828,Nvec_vc1.1_XM_032371036.2,1.37892923021701,4,"","","",Innexin,"",1.37892923021701
NC_064034.1,16785242,16785492,peak7407,muscle_mesentery_retractor,3.79263974943828,Nvec_vc1.1_XM_032371036.2,1.37892923021701,4,"","","",Innexin,"",1.37892923021701
NC_064034.1,16786040,16786290,peak7409,muscle_mesentery_retractor,5.00298733573909,Nvec_vc1.1_XM_032371036.2,1.37892923021701,4,"","","",Innexin,"",1.37892923021701
NC_064034.1,16786040,16786290,peak7409,muscle_mesentery_retractor,5.00298733573909,Nvec_vc1.1_XM_032371036.2,1.37892923021701,4,"","","",Innexin,"",1.37892923021701
NC_064034.1,16786040,16786290,peak7409,muscle_mesentery_retractor,5.00298733573909,Nvec_vc1.1_XM_048731842.1,1.21742705286843,3,Dnah6,"","",DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C,"",1.21742705286843
NC_064034.1,16786040,16786290,peak7409,muscle_mesentery_retractor,5.00298733573909,Nvec_vc1.1_XM_048731842.1,1.21742705286843,3,Dnah6,"","",DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C,"",1.21742705286843
NC_064042.1,14817723,14817973,peak74179,muscle_mesentery_retractor,20.4720501123443,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14817723,14817973,peak74179,muscle_mesentery_retractor,20.4720501123443,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14819209,14819459,peak74182,muscle_mesentery_retractor,16.7262289780078,Nvec_vc1.1_XM_048733014.1,1.54731500905127,3,"","","",CUB/CUB,"",1.54731500905127
NC_064042.1,14819209,14819459,peak74182,muscle_mesentery_retractor,16.7262289780078,Nvec_vc1.1_XM_048733014.1,1.54731500905127,3,"","","",CUB/CUB,"",1.54731500905127
NC_064042.1,14819209,14819459,peak74182,muscle_mesentery_retractor,16.7262289780078,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14819209,14819459,peak74182,muscle_mesentery_retractor,16.7262289780078,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14827591,14827841,peak74185,muscle_mesentery_retractor,6.30429120991353,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14827591,14827841,peak74185,muscle_mesentery_retractor,6.30429120991353,Nvec_vc1.1_XM_032376651.2,2.44115124561458,1,"","","",Zona_pellucida,"",1.53891578953955
NC_064042.1,14838094,14838344,peak74191,muscle_mesentery_retractor,1.91272894396405,Nvec_vc1.1_XM_001628494.3,2.20034312116761,2,"","","",Zona_pellucida,"",2.20034312116761
NC_064042.1,14838896,14839146,peak74193,muscle_mesentery_retractor,11.1222679921019,Nvec_vc1.1_XM_001628494.3,2.20034312116761,2,"","","",Zona_pellucida,"",2.20034312116761
NC_064043.1,1633746,1633996,peak75123,muscle_mesentery_retractor,2.59775651937087,Nvec_vc1.1_XM_001632482.3,1.79321798445473,3,"","","",MFS_1/MFS_1,"",1.79321798445473
NC_064043.1,1634588,1634838,peak75125,muscle_mesentery_retractor,4.11303363518758,Nvec_vc1.1_XM_001632482.3,1.79321798445473,3,"","","",MFS_1/MFS_1,"",1.79321798445473
NC_064043.1,1634588,1634838,peak75125,muscle_mesentery_retractor,4.11303363518758,Nvec_vc1.1_XM_001632482.3,1.79321798445473,3,"","","",MFS_1/MFS_1,"",1.79321798445473
NC_064043.1,1912796,1913046,peak75256,muscle_mesentery_retractor,7.56714271124123,Nvec_vc1.1_XM_032381579.2,1.40956382684147,2,Tbc1d4/Tbc1d1,"","",PID/DUF3350/RabGAP-TBC,"",1.27393498409671
NC_064043.1,1912796,1913046,peak75256,muscle_mesentery_retractor,7.56714271124123,Nvec_vc1.1_XM_032381579.2,1.40956382684147,2,Tbc1d4/Tbc1d1,"","",PID/DUF3350/RabGAP-TBC,"",1.27393498409671
NC_064043.1,1913131,1913381,peak75257,muscle_mesentery_retractor,14.9822547150541,Nvec_vc1.1_XM_032381579.2,1.40956382684147,2,Tbc1d4/Tbc1d1,"","",PID/DUF3350/RabGAP-TBC,"",1.27393498409671
NC_064043.1,2186918,2187168,peak75407,muscle_mesentery_retractor,16.5759004561857,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2186918,2187168,peak75407,muscle_mesentery_retractor,16.5759004561857,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2194232,2194482,peak75417,muscle_mesentery_retractor,3.24643392115476,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2203085,2203335,peak75426,muscle_mesentery_retractor,4.60101620480697,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2203085,2203335,peak75426,muscle_mesentery_retractor,4.60101620480697,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2203085,2203335,peak75426,muscle_mesentery_retractor,4.60101620480697,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2203085,2203335,peak75426,muscle_mesentery_retractor,4.60101620480697,Nvec_vc1.1_XM_048733791.1,1.48749647529978,10,Arhgef17,"","",RhoGEF/PH_19/WD40_2,"",1.48749647529978
NC_064043.1,2232655,2232905,peak75435,muscle_mesentery_retractor,9.37275311499966,Nvec_vc1.1_XM_001636476.3,1.23315754693137,7,Rab30,"","",Ras,"",1.23315754693137
NC_064043.1,2531653,2531903,peak75579,muscle_mesentery_retractor,19.1876829849527,Nvec_vc1.1_XM_032386267.2,1.85875753638004,5,"","","",I-set/I-set,"",1.85875753638004
NC_064043.1,2531653,2531903,peak75579,muscle_mesentery_retractor,19.1876829849527,Nvec_vc1.1_XM_032386265.2,1.60043673222272,1,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/Ig_3/Pkinase_Tyr,"",1.60043673222272
NC_064043.1,2531863,2532112,peak75580,muscle_mesentery_retractor,9.79909954381426,Nvec_vc1.1_XM_032386267.2,1.85875753638004,5,"","","",I-set/I-set,"",1.85875753638004
NC_064043.1,2531863,2532112,peak75580,muscle_mesentery_retractor,9.79909954381426,Nvec_vc1.1_XM_032386267.2,1.85875753638004,5,"","","",I-set/I-set,"",1.85875753638004
NC_064043.1,2531863,2532112,peak75580,muscle_mesentery_retractor,9.79909954381426,Nvec_vc1.1_XM_032386265.2,1.60043673222272,1,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/Ig_3/Pkinase_Tyr,"",1.60043673222272
NC_064043.1,2531863,2532112,peak75580,muscle_mesentery_retractor,9.79909954381426,Nvec_vc1.1_XM_032386265.2,1.60043673222272,1,Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb,"","",I-set/Ig_3/Ig_3/Pkinase_Tyr,"",1.60043673222272
NC_064043.1,3091297,3091547,peak75841,muscle_mesentery_retractor,0.663928984816504,Nvec_vc1.1_XM_048733869.1,1.45704127223368,6,Rangap1,"","",Ank_2/Ank/RanGAP1_C,"",1.45704127223368
NC_064043.1,3091297,3091547,peak75841,muscle_mesentery_retractor,0.663928984816504,Nvec_vc1.1_XM_048733869.1,1.45704127223368,6,Rangap1,"","",Ank_2/Ank/RanGAP1_C,"",1.45704127223368
NC_064043.1,3093717,3093967,peak75847,muscle_mesentery_retractor,2.15375842581875,Nvec_vc1.1_XM_048733869.1,1.45704127223368,6,Rangap1,"","",Ank_2/Ank/RanGAP1_C,"",1.45704127223368
NC_064043.1,4083709,4083959,peak76361,muscle_mesentery_retractor,33.151392387826,Nvec_vc1.1_XM_001625374.3,2.09082887160592,1,Gpr88,"","",7tm_1,"",2.09082887160592
NC_064034.1,17341152,17341402,peak7648,muscle_mesentery_retractor,19.9484748416967,Nvec_vc1.1_XM_048725653.1,1.20779007513527,4,Zfyve16/Zfyve9,"","",FYVE/DUF3480,"",1.20779007513527
NC_064034.1,17341152,17341402,peak7648,muscle_mesentery_retractor,19.9484748416967,Nvec_vc1.1_XM_048725653.1,1.20779007513527,4,Zfyve16/Zfyve9,"","",FYVE/DUF3480,"",1.20779007513527
NC_064034.1,17349860,17350110,peak7652,muscle_mesentery_retractor,3.9004051201743,Nvec_vc1.1_XM_048725653.1,1.20779007513527,4,Zfyve16/Zfyve9,"","",FYVE/DUF3480,"",1.20779007513527
NC_064034.1,17349860,17350110,peak7652,muscle_mesentery_retractor,3.9004051201743,Nvec_vc1.1_XM_048725653.1,1.20779007513527,4,Zfyve16/Zfyve9,"","",FYVE/DUF3480,"",1.20779007513527
NC_064043.1,4386407,4386657,peak76527,muscle_mesentery_retractor,10.0704619731736,Nvec_vc1.1_XM_048733612.1,1.26055546240812,7,"","","",Laminin_G_3/VWC/TIL,"",1.26055546240812
NC_064043.1,4745683,4745933,peak76784,muscle_mesentery_retractor,8.13056614693266,Nvec_vc1.1_XM_001630676.3,2.08591262852742,4,"","",Homeodomains.HG2.68:like:ARX/OTP,Homeodomain,tfs,2.08591262852742
NC_064043.1,4745683,4745933,peak76784,muscle_mesentery_retractor,8.13056614693266,Nvec_vc1.1_XM_032379394.2,1.3095030421774,8,"","",Homeodomains.HG2.77:like:DMBX1,Homeodomain,tfs,1.3095030421774
NC_064043.1,4746385,4746635,peak76785,muscle_mesentery_retractor,13.2521192210799,Nvec_vc1.1_XM_001630676.3,2.08591262852742,4,"","",Homeodomains.HG2.68:like:ARX/OTP,Homeodomain,tfs,2.08591262852742
NC_064043.1,4938699,4938949,peak76855,muscle_mesentery_retractor,0.672465445632192,Nvec_vc1.1_XM_048733458.1,1.85510752980945,2,/Cacna2d1,"","",VWA_N/VWA/VGCC_alpha2,"",1.85510752980945
