gene	cell_type	rank	mcfp	umi	total_umi	max_chromvar	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_032372867.2	mesendoderm.embryonic	402	1.57681210927646	377	567	17.5745577471861	Zfp683//Zfp772	""	zf-C2H2.HG1.49:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032372883.2	ectoderm.embryonic	5600	1.39567262184695	1885	6298	18.3347809066794	Rcor1/Rcor2/Rcor3	""	Myb.HG1.10:RCOR1/RCOR2/RCOR3	ELM2/Myb_DNA-binding
Nvec_vc1.1_XM_032373020.2	NPC	5269	1.02669309772382	8	13	29.0973985939793	Fezf2	""	zf-C2H2.HG23.0:ZNF34	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_032373099.2	gland.mucous	130	2.49056252702799	1050	15283	18.3386502460384	Pou3f2/Pou3f1/Pou3f4/Pou3f3	""	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain
Nvec_vc1.1_XM_032373496.2	mesendoderm.embryonic	1118	1.31639328297341	178	188	31.2151296316028	Meox2/Meox1	""	Homeodomains.HG1.64:MEOX1/MEOX2	Homeodomain
Nvec_vc1.1_XM_032373497.2	neuronal	4590	1.01759795862133	1	29	16.7492314563671	""	""	Homeodomains.HG1.63:like:MEOX1/MEOX2	Homeodomain
Nvec_vc1.1_XM_032373617.2	ectoderm.epidermis	6105	1.02856984327402	1	11	29.0489088557939	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain
Nvec_vc1.1_XM_032373618.2	mesendoderm.embryonic	48	3.22634201844694	1443	1479	13.3245896793228	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain
Nvec_vc1.1_XM_032373624.2	ectoderm.epidermis	330	2.70213535675048	248	11753	11.1071301096282	Nfe2l2/Nfe2l3/Bach2/Nfe2l1/Nfe2/Bach1	""	bZIP.HG1.2:BACH1/BACH2/NFE2/NFE2L1/NFE2L2/NFE2L3	bZIP_Maf
Nvec_vc1.1_XM_032373943.2	ectoderm.embryonic	8766	1.14798278825518	193	670	16.5391977145775	""	""	zf-C2H2.HG130.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032374029.2	cnidocyte	2842	1.04617683797801	14	17	27.6865478779621	Jund/Junb/Jun	""	bZIP.HG1.6:JUN/JUNB/JUND	Jun/bZIP_1
Nvec_vc1.1_XM_032374041.2	gland.mucous	208	2.06675591411067	185	2095	23.3128054022132	Lhx8/Lhx6	""	Homeodomains.HG2.9:LHX6/LHX8/ZFHX2/ZFHX3/ZFHX4	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_032374352.2	cnidocyte	3509	1.02583129427641	8	19	23.5900530761438	""	""	Forkhead.HG1.9:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead
Nvec_vc1.1_XM_032374382.2	ectoderm.pharyngeal	753	1.08690432112651	1	15	0	""	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032374843.2	mesendoderm.embryonic	670	1.43076182544048	221	234	32.5886277165424	Tbx10/Tbx1	Tbx1/10-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032374864.2	ectoderm.epidermis	3924	1.09647718978466	11	24	18.4420744692847	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain
Nvec_vc1.1_XM_032374977.2	ectoderm.embryonic	14940	1.00572844813871	4	13	19.9753007643843	Tcf23/Tcf24	""	HLH.HG1.56:TCF23/TCF24	HLH
Nvec_vc1.1_XM_032375153.2	ectoderm.embryonic	13603	1.01209702107526	7	22	6.17815193965432	Msantd2	""	Myb.HG3.1:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_032375228.2	gland.mucous	34	5.33646323740932	592	1940	47.7030676167284	""	Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding
Nvec_vc1.1_XM_032375280.2	ectoderm.embryonic	7407	1.24048534595056	224	802	42.2309539394054	Pasd1	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS/PAS_11
Nvec_vc1.1_XM_032375349.2	ectoderm.embryonic	3184	1.72920524598147	521	824	46.2930696042537	""	""	HLH.HG1.50:HES3	HLH
Nvec_vc1.1_XM_032375407.2	ectoderm.embryonic	429	3.19186114883032	4458	10930	10.7933018925649	Bmyc	""	HLH.HG1.29:MYC/MYCL/MYCN	Myc_N/HLH
Nvec_vc1.1_XM_032375602.2	gland.mucous	6	16.4478889786344	2858	10239	43.9977637310393	Insm1/Insm2	Insm1	zf-C2H2.HG25.1:INSM1/INSM2	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032375635.2	mesendoderm.embryonic	16	5.58279237538326	3121	3272	33.4351445144964	Otx1/Otx2	OtxB	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain
Nvec_vc1.1_XM_032375670.2	cnidocyte	589	1.4104721011247	95	151		Dmrt2	""	Doublesex_DM.HG1.19:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032375721.2	cnidocyte	934	1.24519100398231	136	1240	26.7637745868878	""	""	zf-C2H2.HG119.0:NA	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032375915.2	mesendoderm.embryonic	2749	1.15828404535302	82	118	36.4863419402937	""	""	zf-C2H2.HG4.0:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032376092.2	ectoderm.pharyngeal	1033	1.06594977853983	1	107	40.1935524499351	""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_032376206.2	neuronal	784	1.47551370380234	99	298	38.4130687088091	Sox13/Sox5/Sox6	SoxB2	HMGbox_Sox.HG1.13:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box
Nvec_vc1.1_XM_032376267.2	ectoderm.embryonic	1470	2.24723280663886	948	1541	11.2196887456364	Hbp1	""	HMGbox_Sox.HG1.7:HBP1	AXH/HMG_box
Nvec_vc1.1_XM_032376421.2	NPC	1	5.48124429229889	1686	3141	42.9257003992467	""	Ath-like	HLH.HG1.80:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	HLH
Nvec_vc1.1_XM_032376554.2	gland.mucous	334	1.76147445059406	83	115	27.7598970748132	""	""	zf-C2H2.HG1.17:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032376608.2	mesendoderm.embryonic	179	1.98841628110078	686	1318	23.2367141181457	Meis3/Meis2/Meis1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN
Nvec_vc1.1_XM_032376736.2	ectoderm.embryonic	6140	1.34503568377212	264	778	8.13280952491056	Zfp592/Zbtb32/Zfp770	""	zf-C2H2.HG3.23:like:HINFP/RREB1/ZFPM1	zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032376926.2	ectoderm.epidermis	168	3.90963397463993	372	6572	10.9228242727829	""	""	bZIP.HG3.2:like:MAF/MAFA/MAFB/NRL	bZIP_Maf
Nvec_vc1.1_XM_032376939.2	ectoderm.embryonic	6245	1.33595520901805	382	1218	36.3341212567148	""	""	Homeodomains.HG2.15:LEUTX	CUT/Homeodomain/Homeodomain
Nvec_vc1.1_XM_032377135.2	gland.mucous	422	1.6408164410395	81	92	22.1336130304945	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032377358.2	mesendoderm.embryonic	4796	1.07591389387165	37	39	53.7452369475308	""	VAx-EMX-Like	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain
Nvec_vc1.1_XM_032377390.2	mesendoderm.embryonic	6655	1.03575047200447	18	56	25.3092245518836	Vax2/Vax1	""	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain
Nvec_vc1.1_XM_032377450.2	ectoderm.embryonic	14221	1.00863941377765	5	13	33.7952947939595	""	Tbx20-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032377759.2	neuronal	1823	1.18088304460561	15	78		Dmrt2	""	Doublesex_DM.HG1.16:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032377792.2	ectoderm.epidermis	244	3.17276120815515	105	2578	8.26636949742724	Mef2c/Mef2b/Mef2a/Mef2d	""	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	SRF-TF/HJURP_C
Nvec_vc1.1_XM_032377883.2	ectoderm.embryonic	12166	1.0266075901508	17	40	0	Trp63/Trp73/Trp53	""	P53.HG1.6:like:TP53/TP63/TP73	P53
Nvec_vc1.1_XM_032377897.2	neuronal	70	3.97784202355049	202	429	22.0789163445682	Etv4/Etv5/Etv1	Pea3/Ets	Ets.HG1.3:ETV1/ETV4/ETV5	ETS_PEA3_N/Ets
Nvec_vc1.1_XM_032378021.2	ectoderm.embryonic.oral	3	2.92885154834594	4404	10693	28.4275436670994	Tbx19/T	Brachyury	T-box.HG1.5:TBX19/TBXT	T-box
Nvec_vc1.1_XM_032378048.2	mesendoderm.embryonic	72	2.70125087641402	1307	2979		Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032378152.2	gland.mucous	903	1.29853459945121	39	40	42.7035606877892	Sox30	""	HMGbox_Sox.HG1.1:SOX30	HMG_box
Nvec_vc1.1_XM_032378255.2	ectoderm.embryonic	5770	1.37923836074306	374	1058	14.3432001664854	""	""	zf-C2H2.HG105.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378312.2	cnidocyte	425	1.55866612220659	355	3080	45.3236836652049	""	""	zf-C2H2.HG119.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378323.2	ectoderm.epidermis	3386	1.12942871686238	9	433	0	""	""	zf-C2H2.HG9.0:PLAGL1/PLAGL2/ZBTB12/ZNF550/ZNF559-ZNF177/ZNF580	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378338.2	ectoderm.embryonic	2255	1.95402182222796	890	2358		""	""	zf-C2H2.HG2.0:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378402.2	ectoderm.embryonic	796	2.68867762963935	3460	10222	14.6627204152258	Tfdp2/Tfdp1	""	E2F_TDP.HG1.1:TFDP1/TFDP2/TFDP3	E2F_TDP/DP
Nvec_vc1.1_XM_032378403.2	ectoderm.embryonic	1883	2.07951075499427	892	2633	7.51824676844962	Vezf1/Maz	""	zf-C2H2.HG1.209:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032378442.2	mesendoderm.embryonic	3783	1.10862238034259	72	234	17.7808012007245	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_032378649.2	ectoderm.epidermis	635	1.99039992694262	37	99	13.9529457099868	""	""	bZIP.HG1.10:like:ATF3/FOS/FOSB/FOSL1/FOSL2/JDP2	bZIP_1
Nvec_vc1.1_XM_032378769.2	ectoderm.embryonic.aboral	8147	1.03961792941447	41	73	34.9338650862634	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_032378779.2	ectoderm.embryonic.aboral	8593	1.03245691189341	34	63	34.8459630295472	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain
Nvec_vc1.1_XM_032378839.2	ectoderm.epidermis	6439	1.02564881571227	1	16	37.9561035614266	""	""	Forkhead.HG1.14:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead
Nvec_vc1.1_XM_032378881.2	gland.mucous	11	10.5400090079356	3472	11332	18.312787128642	Creb3l2/Creb3l1	CREB3	bZIP.HG1.15:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1
Nvec_vc1.1_XM_032378941.2	ectoderm.epidermis	1046	1.58665067084909	34	1174	16.7061132397994	""	""	zf-C2H2.HG117.0:ZNF800	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032379152.2	ectoderm.embryonic	9877	1.09254642190802	116	356	17.8593878209581	""	""	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead
Nvec_vc1.1_XM_032379347.2	neuronal	235	2.21678559505415	250	398	10.462852056316	""	""	Homeodomains.HG2.29:PAX4/PAX6	PAX/Homeodomain
Nvec_vc1.1_XM_032379348.2	ectoderm.embryonic	14839	1.00616475027731	4	15	28.0048091805749	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379394.2	ectoderm.embryonic.oral	227	1.06385889063947	76	102	16.5909622404996	""	""	Homeodomains.HG2.77:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379398.2	mesendoderm.embryonic	3967	1.10245163530686	57	90	11.5504831403368	Dmbx1	""	Homeodomains.HG2.75:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379400.2	ectoderm.embryonic	12750	1.01908899879735	13	32	43.0794788421385	""	""	Homeodomains.HG2.76:like:DMBX1	Homeodomain
Nvec_vc1.1_XM_032379457.2	cnidocyte	2722	1.05061828343229	12	28	23.4573292750031	""	""	Homeodomains.HG4.2:POU1F1	Pou/Homeodomain
Nvec_vc1.1_XM_032379465.2	neuronal	4035	1.02863093918298	2	31	21.3419063494731	Sox13/Sox5/Sox6	SoxB2/Sox3	HMGbox_Sox.HG1.19:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box
Nvec_vc1.1_XM_032379498.2	neuronal	694	1.53822191463039	32	60	8.19370222783934	""	""	zf-C2H2.HG1.6:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2_4
Nvec_vc1.1_XM_032379677.2	ectoderm.pharyngeal	750	1.08705359526107	1	11	47.0095466572034	""	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032379688.2	mesendoderm.embryonic	260	1.73597721032441	434	491	19.6181053767798	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain
Nvec_vc1.1_XM_032379723.2	mesendoderm.embryonic	4605	1.0814520599984	42	46	31.7654371013446	Alx3/Alx4/Alx1	""	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Homeodomain/OAR
Nvec_vc1.1_XM_032379774.2	ectoderm.embryonic	1943	2.05890216409947	1409	4024		Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032379775.2	ectoderm.embryonic	556	2.97233107454611	1732	3735		Tfap4	""	HLH.HG1.16:TFAP4	HLH
