cell_type	gene	pfam	og	gene_name	common_name	n_hits
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634505.3	Forkhead_N/Forkhead/HNF_C	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Foxa3/Foxa1/Foxa2	FoxA	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634460.3	bZIP_2	bZIP.HG2.13:like:DBP/HLF/TEF	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032378881.2	bZIP_1	bZIP.HG1.15:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	Creb3l2/Creb3l1	CREB3	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048723046.1	bZIP_1	bZIP.HG1.14:like:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	Creb3l2/Creb3l1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001640990.3	HLH	HLH.HG1.77:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032372025.2	HLH/PAS/PAS_11	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032374008.2	HLH	HLH.HG1.92:like:SCX/TCF15	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001632826.3	HLH	HLH.HG1.67:HAND1/HAND2	Hand2/Hand1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366030.2	HLH	HLH.HG1.5:like:CCDC169-SOHLH2/SOHLH1/SOHLH2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001641264.3	Homeodomain	Homeodomains.HG1.61:NOTO	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032380209.2	HLH	HLH.HG1.40:USF1/USF2	Usf2/Usf1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634116.3	Homeodomain/OAR	Homeodomains.HG2.70:ARX	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001625109.3	SIX1_SD/Homeodomain	Homeodomains.HG3.30:SIX3/SIX6	Six3/Six6	Six3/6	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048725765.1	CUTL/Homeodomain	Homeodomains.HG2.21:like:LEUTX	Satb2/Satb1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001632368.2	Homeodomain	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366609.2	Homeodomain	Homeodomains.HG1.49:like:NOTO	Noto	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001637529.3	Myb_DNA-binding/Myb_DNA-binding	Myb.HG1.2:DMTF1/TTF1	Ttf1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048733498.1	Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Msantd2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032365212.2	Homeodomain	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048728853.1	Homeodomain	Homeodomains.HG1.24:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048721909.1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	Zfp7/Gm21060	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001625437.3	MADF_DNA_bdg	Myb.HG2.3:NA	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048725593.1	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C	Myb.HG1.3:MYB/MYBL1/MYBL2	Mybl2/Myb/Mybl1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048726734.1	zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2_4	zf-C2H2.HG1.234:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001635015.3	Homeodomain	Homeodomains.HG2.68:like:ARX/OTP	Rhox7a/Rhox7b/Prop1/Rhox2e/Rhox2h/Rhox2f/Rhox2d/Rhox2g/Rhox2b/Rhox2c/Rhox2a	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001647471.3	Homeodomain	Homeodomains.HG2.46:CRX/OTX1/OTX2	Otx1/Otx2	OtxC	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032375635.2	Homeodomain	Homeodomains.HG2.46:CRX/OTX1/OTX2	Otx1/Otx2	OtxB	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032370013.2	Homeodomain	Homeodomains.HG1.37:NKX6-1/NKX6-2/NKX6-3	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032378255.2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG105.0:NA	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032381719.2	zf-C2H2_6/zf-C2H2	zf-C2H2.HG1.122:ZNF367	Zfp367	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633894.3	TF_AP-2	AP-2.HG1.0:TFAP2A/TFAP2B/TFAP2C/TFAP2D/TFAP2E	Tfap2d/Tfap2c/Tfap2e/Tfap2b/Tfap2a	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048731339.1	TF_AP-2	AP-2.HG1.3:like:TFAP2A/TFAP2B/TFAP2C/TFAP2D/TFAP2E	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379400.2	Homeodomain	Homeodomains.HG2.76:like:DMBX1	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048725617.1	HMG_box/zf-met	HMGbox_Sox.HG1.57:like:HMG20A/HMG20B	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032380735.2	E2F_TDP/E2F_CC-MB	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032385715.2	E2F_TDP/E2F_CC-MB	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048722428.1	E2F_TDP/E2F_CC-MB	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032376930.1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG130.0:NA	Zfp800	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032387281.2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	Ovol3/Ovol1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048720215.1	zf-C2H2/zf-C2H2	zf-C2H2.HG116.0:NA	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379394.2	Homeodomain	Homeodomains.HG2.77:like:DMBX1	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032379398.2	Homeodomain	Homeodomains.HG2.75:DMBX1	Dmbx1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633482.3	CSD	CSD.HG1.6:YBX1/YBX2/YBX3	Ybx1/Ybx2/Ybx3	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032381099.2	Homeodomain	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	""	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001630131.3	RBB1NT/ARID/Tudor-knot	ARID_BRIGHT.HG1.2:ARID4A/ARID4B	Arid4a/Arid4b	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001632367.3	Homeodomain	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Nkx3-2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032363027.2	SET/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2.HG19.1:PRDM14	Prdm14	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001634956.3	Homeodomain	Homeodomains.HG2.43:GSC/GSC2	Gsc2/Gsc//Obox1/Obox7/Obox2	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032377358.2	Homeodomain	Homeodomains.HG1.42:VAX1/VAX2	""	VAx-EMX-Like	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032383695.2	Homeodomain	Homeodomains.HG1.52:EVX1/EVX2	Evx1/Evx2	""	1
muscle_tentacle_retractor	Nvec_NVE7697	Homeodomain	Homeodomains.HG2.24:like:LEUTX	Hopx	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001630363.3	Forkhead/FOXO-TAD	Forkhead.HG1.29:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	Foxo1/Foxo6/Foxo3/Foxo4	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001638841.3	Forkhead	Forkhead.HG1.22:FOXG1	Foxg1/Gm43517	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_048723945.1	Forkhead	Forkhead.HG1.16:FOXN2/FOXN3	Foxn3	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001633819.3	HLH	HLH.HG1.3:BHMG1	""	BHMG1	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001635172.3	HLH	HLH.HG1.38:MXD1/MXD3/MXD4/MXI1	Mxi1/Mxd3/Mxd4/Mxd1	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_001636116.3	TBP/TBP	TBP.HG1.3:TBP/TBPL2	Tbpl2/Tbp	""	1
muscle_tentacle_retractor	Nvec_vc1.1_XM_032366733.2	Homeodomain	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	""	Anthox1/Ax1	1
