gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	source	rank	gene_score_correlation	gene_expression_correlation	class	assigned	any_assigned	CisBP_assignment
Nvec_vc1.1_XM_032372904.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	15	0.539288502140869	0.28294082595855	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032373062.2	""	""	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	HMGbox_Sox	ARCH76_CES-1__PB0171.1_Sox18_2	HMGbox_Sox	Homer_known	549	0.0355876378189575	0.457557854421867	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032373099.2	Pou3f2/Pou3f1/Pou3f4/Pou3f3	""	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain	Pou/Homeodomain	ARCH1054_POU3F1	Pou/Homeodomain	Homer_denovo	3	0.729269834389653	0.470108997530009	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032373496.2	Meox2/Meox1	""	Homeodomains.HG1.64:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH782_Irx6	Homeodomains	CisBP_I	40	0.315914544451951	0.403904430524382	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032373497.2	""	""	Homeodomains.HG1.63:like:MEOX1/MEOX2	Homeodomain	Homeodomains	ARCH637_Six1/_Six3/Six6_Six...	Homeodomains	CisBP_I	4	0.56567725122624	0.221073783416929	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032373617.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH1504_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	52	0.412190312366504	0.425370449952823	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032373618.2	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH1502_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	33	0.471056868560116	0.10863496808136	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032373800.2	""	""	zf-C2H2.HG1.38:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH866_ZNF317	zf-C2H2	Homer_denovo	198	0.607745520476622	0.123294895767027	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032374008.2	""	""	HLH.HG1.92:like:SCX/TCF15	HLH	HLH	ARCH1118_PL0012.1_hlh-2::hlh-8	HLH	Homer_denovo	261	0.590119068672549	0.572356734359816	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032374041.2	Lhx8/Lhx6	""	Homeodomains.HG2.9:LHX6/LHX8/ZFHX2/ZFHX3/ZFHX4	LIM/LIM/Homeodomain	Homeodomains	ARCH86_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	35	0.17503739852646	0.245156369042442	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032374352.2	""	""	Forkhead.HG1.9:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	Forkhead	ARCH445_M03750_2.00__M03751...	Forkhead	CisBP_I	955	-0.0349251453237246	-0.199566757556156	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032374843.2	Tbx10/Tbx1	Tbx1/10-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	1	0.887288700929997	0.736156408612342	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032374853.2	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1504_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	12	0.410515192823169	0.215668490761771	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032374864.2	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH159_Barx2/Barx1_Emx1/Em...	Homeodomains	CisBP_I	12	0.250377266906561	0.230936365990258	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032375228.2	""	Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding	RFX	ARCH1307_Rfx1/Rfx3/Rfx2_Rfx6	RFX	CisBP_I	2	0.515705953194136	0.643275967866205	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032375349.2	""	""	HLH.HG1.50:HES3	HLH	HLH	ARCH468_Ptf1a	HLH	CisBP_I	6	0.497039131288275	0.286012295110764	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032375602.2	Insm1/Insm2	Insm1	zf-C2H2.HG25.1:INSM1/INSM2	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH530_Snai2	zf-C2H2	CisBP_N	11	0.538795672758489	0.338832962718043	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032375635.2	Otx1/Otx2	OtxB	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain	Homeodomains	ARCH928_Nkx2.2	Homeodomains	Homer_known	1	0.537136672351427	0.0126556514400118	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032375670.2	Dmrt2	""	Doublesex_DM.HG1.19:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH28_Dmrt2_Dmrtc2	Doublesex_DM	CisBP_I	32	0.311195581909297	0.341929008830407	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032375721.2	""	""	zf-C2H2.HG119.0:NA	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1368_M04483_2.00__M0448...	zf-C2H2	CisBP_N	428	0.017077676534432	-0.201724432864095	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032375915.2	""	""	zf-C2H2.HG4.0:like:GLI1/GLI2/GLI3/GLIS1/GLIS2/GLIS3	zf-C2H2/zf-C2H2	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	1	0.656787233114757	0.582545602566965	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032376092.2	""	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4	Myb	ARCH374_M03912_2.00__ZC3H10	Myb	CisBP_N	174	0.429911172399699	0.419263885631873	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032376206.2	Sox13/Sox5/Sox6	SoxB2	HMGbox_Sox.HG1.13:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	HMGbox_Sox	ARCH137_/Sox4/Sox11_Sox13/S...	HMGbox_Sox	CisBP_I	86	0.144132628945212	0.0448244674312447	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032376267.2	Hbp1	""	HMGbox_Sox.HG1.7:HBP1	AXH/HMG_box	HMGbox_Sox	ARCH142_/Sox4/Sox11_Sox13/S...	HMGbox_Sox	CisBP_I	3	0.433712132480814	0.326482123870464	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032376554.2	""	""	zf-C2H2.HG1.17:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH836_M08316_2.00__M08901...	zf-C2H2	CisBP_N	51	0.455073504198421	0.610755854809319	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032376608.2	Meis3/Meis2/Meis1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN	Homeodomains	ARCH1504_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	1	0.77421552038895	0.447335656762346	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032376926.2	""	""	bZIP.HG3.2:like:MAF/MAFA/MAFB/NRL	bZIP_Maf	bZIP	ARCH1281_Cic_Hbp1_Sox13/Sox...	bZIP	CisBP_I	819	-0.048322762153463	-0.0156033059642365	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032376930.1	Zfp800	""	zf-C2H2.HG130.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1201_Gfi1b/Gfi1	zf-C2H2	CisBP_I	170	0.0749548806775647	0.522261975592362	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032377135.2	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain	Homeodomains	ARCH146_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	148	0.115611630259289	0.0388870714153669	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032377358.2	""	VAx-EMX-Like	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain	Homeodomains	ARCH1552_Pbx4/Pbx2/Pbx1	Homeodomains	CisBP_I	33	0.568405220523425	0.156027064814287	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032377390.2	Vax2/Vax1	""	Homeodomains.HG1.42:VAX1/VAX2	Homeodomain	Homeodomains	ARCH52_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	7	0.287346296395313	0.372149668443738	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032377450.2	""	Tbx20-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	2	0.795184878438818	0.725177058447172	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032377759.2	Dmrt2	""	Doublesex_DM.HG1.16:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH1073_Dmrt2_Dmrtc2_Six1/...	Doublesex_DM	CisBP_I	333	0.10552824895703	-0.0399485775351772	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032377792.2	Mef2c/Mef2b/Mef2a/Mef2d	""	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	SRF-TF/HJURP_C	MADS-box_SRF	ARCH1333_Mef2c/Mef2b/Mef2a/...	MADS-box_SRF	CisBP_I	18	0.328412962257219	0.401884966121503	C1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032377897.2	Etv4/Etv5/Etv1	Pea3/Ets	Ets.HG1.3:ETV1/ETV4/ETV5	ETS_PEA3_N/Ets	Ets	ARCH593_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	39	0.470802037367446	0.391558603774707	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378000.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	Homeodomains	ARCH17_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	1620	-0.233219208730297	0.446347745303618	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032378021.2	Tbx19/T	Brachyury	T-box.HG1.5:TBX19/TBXT	T-box	T-box	ARCH833_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	247	0.110829678493582	0.427255067404545	C1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1673_Nr2c1/Nr2c2_Nr2f1/...	zf-C4_Nuclear_receptors	CisBP_I	21	0.651653360802787	0.739168642192513	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378152.2	Sox30	""	HMGbox_Sox.HG1.1:SOX30	HMG_box	HMGbox_Sox	ARCH716_/Sox4/Sox11_Sox13/S...	HMGbox_Sox	CisBP_I	253	0.134870883842966	-0.0675432961288131	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378255.2	""	""	zf-C2H2.HG105.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1370_M05856_2.00	zf-C2H2	CisBP_N	868	-0.0377016129751033	-0.294349413700575	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378312.2	""	""	zf-C2H2.HG119.1:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	119	0.127245828994495	0.397906146169134	D1	FALSE	FALSE	none
Nvec_vc1.1_XM_032378338.2	""	""	zf-C2H2.HG2.0:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2	zf-C2H2	ARCH1609_Atf3/Jdp2	zf-C2H2	CisBP_N	539	0.0486760738607912	0.0703622234193312	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378402.2	Tfdp2/Tfdp1	""	E2F_TDP.HG1.1:TFDP1/TFDP2/TFDP3	E2F_TDP/DP	E2F_TDP	ARCH367_/E2f4_E2f6_E2f8/E2f...	E2F_TDP	CisBP_I	342	0.260702715030873	-0.240964802494605	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378403.2	Vezf1/Maz	""	zf-C2H2.HG1.209:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH827_Vezf1/Maz	zf-C2H2	CisBP_N	577	-0.009804989822557	-0.266226382218932	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378442.2	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4	Myb	ARCH153_Msantd2_Rcor1/Rcor2...	Myb	CisBP_N	563	0.0197522976149383	-0.157650592151558	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032378769.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	57	0.591330052110327	0.590949413837972	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032378779.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	58	0.568346669756855	0.591193232316748	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032378839.2	""	""	Forkhead.HG1.14:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	Forkhead	ARCH829_PB0121.1_Foxj3_2	Forkhead	Homer_denovo	5	0.447781476815642	0.403585033528828	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032378881.2	Creb3l2/Creb3l1	CREB3	bZIP.HG1.15:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1	bZIP	ARCH1485_Atf3/Jdp2_Fos/Fosb...	bZIP	CisBP_I	14	0.401155645119507	0.12339302854545	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032378928.2	""	""	zf-C4_Nuclear_receptors.HG1.33:like:NR2E1/NR2E3	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1650_WRKY21__WRKY17__M0...	zf-C4_Nuclear_receptors	CisBP_I	1404	-0.145187268529187	0.0780959341700008	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032379152.2	""	""	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	Forkhead	ARCH971_Foxc2/Foxc1_Foxd2/F...	Forkhead	CisBP_I	62	0.228730676174684	0.102350967287221	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032379347.2	""	""	Homeodomains.HG2.29:PAX4/PAX6	PAX/Homeodomain	Pax/Homeodomain	ARCH63_Pax5/Pax8/Pax2	Pax/Homeodomain	CisBP_I	432	0.0660414178319346	0.0700207103364611	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032379348.2	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	Homeodomains	ARCH636_Six1/_Six3/Six6_Six...	Homeodomains	CisBP_I	26	0.474638975889848	0.364116448484835	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032379394.2	""	""	Homeodomains.HG2.77:like:DMBX1	Homeodomain	Homeodomains	ARCH1437_	Homeodomains	CisBP_D	275	0.269812637407339	0.450697217593193	C1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032379398.2	Dmbx1	""	Homeodomains.HG2.75:DMBX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	37	0.503398465906227	0.0988984522679803	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032379400.2	""	""	Homeodomains.HG2.76:like:DMBX1	Homeodomain	Homeodomains	ARCH1440_Dmbx1_Gsc2/Gsc//Ob...	Homeodomains	CisBP_I	3	0.416804671298457	0.490034530150243	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032379465.2	Sox13/Sox5/Sox6	SoxB2/Sox3	HMGbox_Sox.HG1.19:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	HMGbox_Sox	ARCH1040_PB0066.1_Sox17_1	HMGbox_Sox	Homer_denovo	30	0.423962366588746	0.269359463945565	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032379688.2	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	12	0.661583346380973	0.306472729873668	B1	FALSE	TRUE	other
