gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_048732751.1	turquoise	0.984	Nvec_vc1.1_XM_048732751.1					
Nvec_vc1.1_XM_032376783.2	turquoise	0.984	Nvec_vc1.1_XM_032376783.2					
Nvec_vc1.1_XM_001639838.3	turquoise	0.984	Nvec_vc1.1_XM_001639838.3				ANF_receptor/SBP_bac_3/Lig_chan	
Nvec_vc1.1_XM_048729296.1	turquoise	0.984	Nvec_vc1.1_XM_048729296.1	Lgr6/Lgr5/Lgr4			LRR_8/LRR_8/LRR_8/LRR_8/7tm_1	
Nvec_vc1.1_XM_048720470.1	turquoise	0.984	Nvec_vc1.1_XM_048720470.1					
Nvec_vc1.1_XM_048728858.1	turquoise	0.984	Nvec_vc1.1_XM_048728858.1	Rab24			Ras	
Nvec_v1g174878	turquoise	0.984	Nvec_v1g174878					
Nvec_NVE14719	turquoise	0.984	Nvec_NVE14719					
Nvec_vc1.1_XM_001634767.3	turquoise	0.984	Nvec_vc1.1_XM_001634767.3				CAP	
Nvec_vc1.1_XM_048729588.1	turquoise	0.984	Nvec_vc1.1_XM_048729588.1				Neur_chan_LBD	
Nvec_vc1.1_XM_048722158.1	turquoise	0.984	Nvec_vc1.1_XM_048722158.1				Collagen	
Nvec_vc1.1_XM_048721966.1	turquoise	0.984	Nvec_vc1.1_XM_048721966.1				PAN_1	
Nvec_vc1.1_XM_032373910.2	turquoise	0.984	Nvec_vc1.1_XM_032373910.2					
Nvec_v1g242630	turquoise	0.984	Nvec_v1g242630					
Nvec_NVE8482	turquoise	0.984	Nvec_NVE8482					
Nvec_vc1.1_XM_001627469.3	turquoise	0.984	Nvec_vc1.1_XM_001627469.3	Cyp11b2/Cyp11a1/Cyp27b1/Cyp11b1/Cyp24a1/Cyp27a1			p450	
Nvec_vc1.1_XM_048723095.1	turquoise	0.984	Nvec_vc1.1_XM_048723095.1				VWA	
Nvec_vc1.1_XM_048730846.1	turquoise	0.984	Nvec_vc1.1_XM_048730846.1					
Nvec_vc1.1_XM_032377639.2	turquoise	0.983	Nvec_vc1.1_XM_032377639.2				F5_F8_type_C	
Nvec_vc1.1_XM_048722043.1	turquoise	0.983	Nvec_vc1.1_XM_048722043.1				PAN_1/Pentaxin	
Nvec_vc1.1_XM_001640878.3	turquoise	0.983	Nvec_vc1.1_XM_001640878.3				N-glycanase_N/N-glycanase_C	
Nvec_vc1.1_XM_032373734.2	turquoise	0.983	Nvec_vc1.1_XM_032373734.2					
Nvec_vc1.1_XM_032378963.1	turquoise	0.983	Nvec_vc1.1_XM_032378963.1				ANF_receptor/7tm_3	
Nvec_vc1.1_XM_001630628.3	turquoise	0.983	Nvec_vc1.1_XM_001630628.3				Collagen/Collagen	
Nvec_vc1.1_XM_032384965.2	turquoise	0.983	Nvec_vc1.1_XM_032384965.2		BarH-Like3	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	tfs
Nvec_vc1.1_XM_001637432.3	turquoise	0.983	Nvec_vc1.1_XM_001637432.3				7tm_1/7tm_1	
Nvec_vc1.1_XM_032365159.2	turquoise	0.983	Nvec_vc1.1_XM_032365159.2				Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_032374853.2	turquoise	0.983	Nvec_vc1.1_XM_032374853.2			Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	tfs
Nvec_vc1.1_XM_001638648.3	turquoise	0.983	Nvec_vc1.1_XM_001638648.3					
Nvec_vc1.1_XM_032372654.2	turquoise	0.983	Nvec_vc1.1_XM_032372654.2					
Nvec_vc1.1_XM_032375046.2	turquoise	0.983	Nvec_vc1.1_XM_032375046.2	Chrm3			7tm_1	
Nvec_vc1.1_XM_032377802.2	turquoise	0.983	Nvec_vc1.1_XM_032377802.2					
Nvec_vc1.1_XM_032380835.2	turquoise	0.983	Nvec_vc1.1_XM_032380835.2				Ras	
Nvec_v1g221316	turquoise	0.983	Nvec_v1g221316					
Nvec_vc1.1_XM_032383021.2	turquoise	0.983	Nvec_vc1.1_XM_032383021.2				7tm_1	
Nvec_vc1.1_XM_001622418.3	turquoise	0.983	Nvec_vc1.1_XM_001622418.3				Sugar_tr	
Nvec_vc1.1_XM_048732828.1	turquoise	0.982	Nvec_vc1.1_XM_048732828.1	Klrg1/Frem1			Lectin_C	
Nvec_vc1.1_XM_001632050.3	turquoise	0.982	Nvec_vc1.1_XM_001632050.3	Ky			CAP_GLY/Transglut_core	
Nvec_vc1.1_XM_048728019.1	turquoise	0.982	Nvec_vc1.1_XM_048728019.1				F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/Ig_3/I-set/I-set/F5_F8_type_C	
Nvec_vc1.1_XM_048725049.1	turquoise	0.982	Nvec_vc1.1_XM_048725049.1				Sugar_tr	
Nvec_vc1.1_XM_032375761.2	turquoise	0.982	Nvec_vc1.1_XM_032375761.2				TSP_1/fn3/Ion_trans_2	
Nvec_vc1.1_XM_032372897.2	turquoise	0.982	Nvec_vc1.1_XM_032372897.2	Tyr			VWA/Tyrosinase	
Nvec_vc1.1_XM_048731942.1	turquoise	0.982	Nvec_vc1.1_XM_048731942.1	Lyl1/Tal2/Tal1		HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	HLH	tfs
Nvec_vc1.1_XM_032378232.2	turquoise	0.982	Nvec_vc1.1_XM_032378232.2	/Mc2r/Mc4r			7tm_1	
Nvec_vc1.1_XM_048734258.1	turquoise	0.982	Nvec_vc1.1_XM_048734258.1				WAP/Kazal_2	
Nvec_vc1.1_XM_048721128.1	turquoise	0.982	Nvec_vc1.1_XM_048721128.1					
Nvec_vc1.1_XM_048727543.1	turquoise	0.982	Nvec_vc1.1_XM_048727543.1			Homeodomains.HG2.17:like:RHOXF1	PAX/Homeodomain	tfs
Nvec_vc1.1_XM_032381259.2	turquoise	0.982	Nvec_vc1.1_XM_032381259.2				SNF	
Nvec_vc1.1_XM_048721548.1	turquoise	0.982	Nvec_vc1.1_XM_048721548.1	Chst14			Sulfotransfer_2	
Nvec_NVE15837	turquoise	0.982	Nvec_NVE15837					
Nvec_vc1.1_XM_001641552.3	turquoise	0.982	Nvec_vc1.1_XM_001641552.3			Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain	tfs
Nvec_vc1.1_XM_032372521.2	turquoise	0.982	Nvec_vc1.1_XM_032372521.2					
Nvec_vc1.1_XM_032365583.2	turquoise	0.982	Nvec_vc1.1_XM_032365583.2				7tm_2	
Nvec_vc1.1_XM_048734392.1	turquoise	0.982	Nvec_vc1.1_XM_048734392.1				TIR_2	
Nvec_vc1.1_XM_001632404.3	turquoise	0.982	Nvec_vc1.1_XM_001632404.3				PAN_1/Fibrinogen_C	
Nvec_v1g220144	turquoise	0.982	Nvec_v1g220144				Metallophos_C	
Nvec_vc1.1_XM_032372474.2	turquoise	0.982	Nvec_vc1.1_XM_032372474.2				Cellulase	
Nvec_vc1.1_XM_048721089.1	turquoise	0.981	Nvec_vc1.1_XM_048721089.1				CUB/CUB/CUB/CUB	
Nvec_vc1.1_XM_001635268.3	turquoise	0.981	Nvec_vc1.1_XM_001635268.3					
Nvec_NVE19564	turquoise	0.981	Nvec_NVE19564					
Nvec_vc1.1_XM_048733735.1	turquoise	0.981	Nvec_vc1.1_XM_048733735.1					
Nvec_vc1.1_XM_032377757.2	turquoise	0.981	Nvec_vc1.1_XM_032377757.2				7tm_1	
Nvec_vc1.1_XM_048725620.1	turquoise	0.981	Nvec_vc1.1_XM_048725620.1				Astacin	
Nvec_vc1.1_XM_032378991.2	turquoise	0.981	Nvec_vc1.1_XM_032378991.2					
Nvec_vc1.1_XM_048724852.1	turquoise	0.981	Nvec_vc1.1_XM_048724852.1				PAN_1	
Nvec_vc1.1_XM_032383198.2	turquoise	0.981	Nvec_vc1.1_XM_032383198.2	Taar3/Taar2/Taar8b/Chrm4/Htr1a			7tm_1	
Nvec_NVE1258	turquoise	0.981	Nvec_NVE1258				Insulin	
Nvec_vc1.1_XM_032364041.2	turquoise	0.981	Nvec_vc1.1_XM_032364041.2				EGF	
Nvec_vc1.1_XM_032373192.2	turquoise	0.981	Nvec_vc1.1_XM_032373192.2					
Nvec_vc1.1_XM_032384627.2	turquoise	0.981	Nvec_vc1.1_XM_032384627.2	Mbl2/Cd248/Klrg1			PAN_1/Lectin_C	
Nvec_vc1.1_XM_048727929.1	turquoise	0.981	Nvec_vc1.1_XM_048727929.1				F5_F8_type_C	
Nvec_vc1.1_XM_048733766.1	turquoise	0.981	Nvec_vc1.1_XM_048733766.1				I-set	
Nvec_vc1.1_XM_032369167.2	turquoise	0.98	Nvec_vc1.1_XM_032369167.2	Dlk2				
Nvec_vc1.1_XM_032374952.2	turquoise	0.98	Nvec_vc1.1_XM_032374952.2					
Nvec_vc1.1_XM_032376568.1	turquoise	0.98	Nvec_vc1.1_XM_032376568.1				PAN_1	
Nvec_vc1.1_XM_048728140.1	turquoise	0.98	Nvec_vc1.1_XM_048728140.1				Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_001637643.3	turquoise	0.98	Nvec_vc1.1_XM_001637643.3				7tm_1	
Nvec_vc1.1_XM_001638380.3	turquoise	0.98	Nvec_vc1.1_XM_001638380.3				PAN_1/Fibrinogen_C	
Nvec_vc1.1_XM_048734618.1	turquoise	0.98	Nvec_vc1.1_XM_048734618.1				Lectin_C	
Nvec_vc1.1_XM_032378271.2	turquoise	0.98	Nvec_vc1.1_XM_032378271.2	Spire2/Spire1			KIND	
Nvec_vc1.1_XM_001622456.3	turquoise	0.98	Nvec_vc1.1_XM_001622456.3				7tm_1	
Nvec_vc1.1_XM_048734443.1	turquoise	0.98	Nvec_vc1.1_XM_048734443.1					
Nvec_vc1.1_XM_048734634.1	turquoise	0.98	Nvec_vc1.1_XM_048734634.1				ANF_receptor/NCD3G/7tm_3	
Nvec_vc1.1_XM_048726730.1	turquoise	0.98	Nvec_vc1.1_XM_048726730.1	Mamdc2			Astacin/TSP_1/TSP_1/MAM	
Nvec_vc1.1_XM_048726173.1	turquoise	0.98	Nvec_vc1.1_XM_048726173.1				HEPN/HEPN	
Nvec_vc1.1_XM_032383814.2	turquoise	0.98	Nvec_vc1.1_XM_032383814.2	Pamr1			PAN_1/Fibrinogen_C	
Nvec_vc1.1_XM_048724426.1	turquoise	0.98	Nvec_vc1.1_XM_048724426.1	Fam3a/Fam3c/Fam3d			PAN_1/ILEI	
Nvec_vc1.1_XM_032363112.2	turquoise	0.98	Nvec_vc1.1_XM_032363112.2				7tm_1	
Nvec_vc1.1_XM_048719919.1	turquoise	0.979	Nvec_vc1.1_XM_048719919.1				Ig_3	
Nvec_v1g95774	turquoise	0.979	Nvec_v1g95774					
Nvec_vc1.1_XM_048731202.1	turquoise	0.979	Nvec_vc1.1_XM_048731202.1					
Nvec_vc1.1_XM_048734095.1	turquoise	0.979	Nvec_vc1.1_XM_048734095.1				Lipase_GDSL_2/Granulin	
Nvec_vc1.1_XM_048733062.1	turquoise	0.979	Nvec_vc1.1_XM_048733062.1				Pep_M12B_propep/Reprolysin/ADAM_CR_2/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS	
Nvec_vc1.1_XM_001633735.3	turquoise	0.979	Nvec_vc1.1_XM_001633735.3				Peptidase_M14/CarboxypepD_reg	
Nvec_vc1.1_XM_048721288.1	turquoise	0.979	Nvec_vc1.1_XM_048721288.1				Kazal_2	
Nvec_vc1.1_XM_001625898.3	turquoise	0.979	Nvec_vc1.1_XM_001625898.3			Homeodomains.HG1.62:like:MEOX1/MEOX2	Homeodomain	tfs
Nvec_v1g210791	turquoise	0.979	Nvec_v1g210791					
Nvec_vc1.1_XM_032381831.2	turquoise	0.979	Nvec_vc1.1_XM_032381831.2				Ion_trans_2/Ion_trans_2	
Nvec_vc1.1_XM_048732060.1	turquoise	0.979	Nvec_vc1.1_XM_048732060.1					
Nvec_vc1.1_XM_032376930.1	turquoise	0.979	Nvec_vc1.1_XM_032376930.1	Zfp800		zf-C2H2.HG130.0:NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_048731406.1	turquoise	0.979	Nvec_vc1.1_XM_048731406.1				F5_F8_type_C	
Nvec_vc1.1_XM_032365082.2	turquoise	0.979	Nvec_vc1.1_XM_032365082.2					
Nvec_vc1.1_XM_001629906.3	turquoise	0.979	Nvec_vc1.1_XM_001629906.3				Alpha-amylase/DUF1966	
Nvec_vc1.1_XM_032384821.2	turquoise	0.979	Nvec_vc1.1_XM_032384821.2				TSP_1/SEA	
Nvec_vc1.1_XM_032386467.2	turquoise	0.979	Nvec_vc1.1_XM_032386467.2	Mamdc2			Astacin/TSP_1/TSP_1/MAM/MAM	
Nvec_vc1.1_XM_032371193.2	turquoise	0.978	Nvec_vc1.1_XM_032371193.2				MFS_1	
Nvec_vc1.1_XM_032383712.2	turquoise	0.978	Nvec_vc1.1_XM_032383712.2				SET/zf-C2H2/zf-C2H2	
Nvec_vc1.1_XM_048726233.1	turquoise	0.978	Nvec_vc1.1_XM_048726233.1				MAM/MAM/MAM/MAM/MAM	
Nvec_vc1.1_XM_032383487.2	turquoise	0.978	Nvec_vc1.1_XM_032383487.2	Htr4/Taar3			7tm_1	
Nvec_vc1.1_XM_048728177.1	turquoise	0.978	Nvec_vc1.1_XM_048728177.1					
Nvec_vc1.1_XM_032367046.2	turquoise	0.978	Nvec_vc1.1_XM_032367046.2				NtA/TSP_1/TSP1_ADAMTS/EGF_2	
Nvec_vc1.1_XM_048732354.1	turquoise	0.978	Nvec_vc1.1_XM_048732354.1					
Nvec_NVE2216	turquoise	0.978	Nvec_NVE2216					
Nvec_vc1.1_XM_001629218.3	turquoise	0.978	Nvec_vc1.1_XM_001629218.3		TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	tfs
Nvec_vc1.1_XM_048720049.1	turquoise	0.978	Nvec_vc1.1_XM_048720049.1				Pentaxin	
Nvec_vc1.1_XM_032362656.2	turquoise	0.978	Nvec_vc1.1_XM_032362656.2				zf-LITAF-like	
Nvec_vc1.1_XM_032386323.2	turquoise	0.978	Nvec_vc1.1_XM_032386323.2				7tm_1	
Nvec_vc1.1_XM_032377551.2	turquoise	0.978	Nvec_vc1.1_XM_032377551.2				WAP	
Nvec_vc1.1_XM_032365933.2	turquoise	0.978	Nvec_vc1.1_XM_032365933.2	Taar7f/Taar4			7tm_1	
Nvec_vc1.1_XM_032364281.2	turquoise	0.978	Nvec_vc1.1_XM_032364281.2			Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding	tfs
Nvec_vc1.1_XM_032373522.2	turquoise	0.978	Nvec_vc1.1_XM_032373522.2				Collagen/Collagen	
Nvec_vc1.1_XM_001624429.3	turquoise	0.978	Nvec_vc1.1_XM_001624429.3	Vwa5a/AW551984			VIT/VWA_3	
Nvec_vc1.1_XM_048719932.1	turquoise	0.978	Nvec_vc1.1_XM_048719932.1				PAN_1/F5_F8_type_C	
Nvec_vc1.1_XM_048726548.1	turquoise	0.978	Nvec_vc1.1_XM_048726548.1				Sugar_tr	
Nvec_vc1.1_XM_001637966.3	turquoise	0.977	Nvec_vc1.1_XM_001637966.3	Ctsm/Ctsl/Ctsll3/Ctsj/Ctsr/Cts6/BC051665/4930486L24Rik/Cts7/Cts8/Ctsq/Cts3			Inhibitor_I29/Peptidase_C1	
Nvec_NVE23645	turquoise	0.977	Nvec_NVE23645					
Nvec_vc1.1_XM_032384500.2	turquoise	0.977	Nvec_vc1.1_XM_032384500.2	AU021092			DUF4735	
Nvec_vc1.1_XM_048727855.1	turquoise	0.977	Nvec_vc1.1_XM_048727855.1					
Nvec_vc1.1_XM_032367697.2	turquoise	0.976	Nvec_vc1.1_XM_032367697.2				Phospholip_A2_1	
Nvec_vc1.1_XM_032377970.2	turquoise	0.976	Nvec_vc1.1_XM_032377970.2	Minpp1			His_Phos_2	
Nvec_vc1.1_XM_048730369.1	turquoise	0.976	Nvec_vc1.1_XM_048730369.1				Patched/Patched	
Nvec_vc1.1_XM_032384083.2	turquoise	0.976	Nvec_vc1.1_XM_032384083.2					
Nvec_vc1.1_XM_032367631.2	turquoise	0.976	Nvec_vc1.1_XM_032367631.2				Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_048730884.1	turquoise	0.976	Nvec_vc1.1_XM_048730884.1				Sushi/Sushi/Sushi	
Nvec_vc1.1_XM_032372059.2	turquoise	0.976	Nvec_vc1.1_XM_032372059.2				Fz/Fz	
Nvec_vc1.1_XM_032366617.2	turquoise	0.976	Nvec_vc1.1_XM_032366617.2				LRR_8/LRR_8	
Nvec_vc1.1_XM_048733534.1	turquoise	0.976	Nvec_vc1.1_XM_048733534.1	Chrnb1			Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_001627162.3	turquoise	0.976	Nvec_vc1.1_XM_001627162.3	Hsd17b6/Rdh5			adh_short	
Nvec_vc1.1_XM_032379475.2	turquoise	0.976	Nvec_vc1.1_XM_032379475.2	Medag				
Nvec_vc1.1_XM_048730100.1	turquoise	0.975	Nvec_vc1.1_XM_048730100.1	Gpr84/Gpr88			7tm_1	
Nvec_vc1.1_XM_048733334.1	turquoise	0.975	Nvec_vc1.1_XM_048733334.1				Sushi/SRCR	
Nvec_NVE5394	turquoise	0.975	Nvec_NVE5394				potato_inhibit	
Nvec_vc1.1_XM_032369608.2	turquoise	0.975	Nvec_vc1.1_XM_032369608.2				P4Ha_N/2OG-FeII_Oxy_3	
Nvec_vc1.1_XM_032365231.2	turquoise	0.975	Nvec_vc1.1_XM_032365231.2					
Nvec_vc1.1_XM_032383357.2	turquoise	0.975	Nvec_vc1.1_XM_032383357.2				7tm_1	
Nvec_vc1.1_XM_048731643.1	turquoise	0.975	Nvec_vc1.1_XM_048731643.1				F5_F8_type_C/F5_F8_type_C	
Nvec_vc1.1_XM_001630854.3	turquoise	0.975	Nvec_vc1.1_XM_001630854.3					
Nvec_vc1.1_XM_048732873.1	turquoise	0.975	Nvec_vc1.1_XM_048732873.1				F5_F8_type_C	
Nvec_vc1.1_XM_032376501.2	turquoise	0.975	Nvec_vc1.1_XM_032376501.2				Pentaxin/PAN_1	
Nvec_vc1.1_XM_032371669.2	turquoise	0.975	Nvec_vc1.1_XM_032371669.2				ILEI	
Nvec_vc1.1_XM_032379987.2	turquoise	0.975	Nvec_vc1.1_XM_032379987.2					
Nvec_vc1.1_XM_048734065.1	turquoise	0.975	Nvec_vc1.1_XM_048734065.1				EGF_3/EGF_3/EGF_CA/EGF_CA/SRCR	
Nvec_vc1.1_XM_001633232.3	turquoise	0.974	Nvec_vc1.1_XM_001633232.3					
Nvec_vc1.1_XM_048733951.1	turquoise	0.974	Nvec_vc1.1_XM_048733951.1	Tie1/Tek			fn3/fn3/fn3/SEA/fn3/Pkinase_Tyr	
Nvec_vc1.1_XM_048731755.1	turquoise	0.974	Nvec_vc1.1_XM_048731755.1			Homeodomains.HG1.5:like:AC004080.3/AC012531.3/BARHL1/BARHL2/BARX1/BARX2/BSX/CDX1/CDX2/CDX4/DBX1/DBX2/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HHEX/HLX/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/LBX1/LBX2/MEOX1/MEOX2/MNX1/MSX1/MSX2/NANOG/NANOGP8/NKX1-1/NKX1-2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2/VENTX	Homeodomain	tfs
Nvec_vc1.1_XM_048734447.1	turquoise	0.974	Nvec_vc1.1_XM_048734447.1				EGF/Fibrinogen_C	
Nvec_vc1.1_XM_048734612.1	turquoise	0.974	Nvec_vc1.1_XM_048734612.1					
Nvec_vc1.1_XM_032376524.2	turquoise	0.974	Nvec_vc1.1_XM_032376524.2					
Nvec_vc1.1_XM_048726267.1	turquoise	0.974	Nvec_vc1.1_XM_048726267.1				ASC	
Nvec_vc1.1_XM_001642086.3	turquoise	0.974	Nvec_vc1.1_XM_001642086.3					
Nvec_vc1.1_XM_001624990.3	turquoise	0.974	Nvec_vc1.1_XM_001624990.3				cNMP_binding	
Nvec_vc1.1_XM_001634199.3	turquoise	0.974	Nvec_vc1.1_XM_001634199.3			Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	tfs
Nvec_vc1.1_XM_048725546.1	turquoise	0.974	Nvec_vc1.1_XM_048725546.1				Laminin_EGF/Laminin_EGF/Laminin_EGF	
Nvec_vc1.1_XM_032382907.2	turquoise	0.973	Nvec_vc1.1_XM_032382907.2					
Nvec_vc1.1_XM_032377749.2	turquoise	0.973	Nvec_vc1.1_XM_032377749.2					
Nvec_vc1.1_XM_032375016.2	turquoise	0.973	Nvec_vc1.1_XM_032375016.2				7tm_1	
Nvec_vc1.1_XM_032366232.2	turquoise	0.973	Nvec_vc1.1_XM_032366232.2	Adora3/Adrb3/Adra2c			7tm_1	
Nvec_vc1.1_XM_032376383.2	turquoise	0.973	Nvec_vc1.1_XM_032376383.2					
Nvec_vc1.1_XM_048726190.1	turquoise	0.973	Nvec_vc1.1_XM_048726190.1	Cd38/Bst1			Rib_hydrolayse	
Nvec_vc1.1_XM_001637401.3	turquoise	0.973	Nvec_vc1.1_XM_001637401.3				CAP	
Nvec_vc1.1_XM_048723862.1	turquoise	0.973	Nvec_vc1.1_XM_048723862.1					
Nvec_vc1.1_XM_032380603.1	turquoise	0.973	Nvec_vc1.1_XM_032380603.1	Pgghg			Glyco_hydro_65m	
Nvec_vc1.1_XM_048728599.1	turquoise	0.973	Nvec_vc1.1_XM_048728599.1				CUB/CUB/TSP_1/7tm_1	
Nvec_vc1.1_XM_032363845.2	turquoise	0.972	Nvec_vc1.1_XM_032363845.2	Dcbld1			F5_F8_type_C/F5_F8_type_C	
Nvec_vc1.1_XM_048734624.1	turquoise	0.972	Nvec_vc1.1_XM_048734624.1					
Nvec_vc1.1_XM_048720204.1	turquoise	0.972	Nvec_vc1.1_XM_048720204.1				ANF_receptor/ANF_receptor	
Nvec_vc1.1_XM_032374473.2	turquoise	0.972	Nvec_vc1.1_XM_032374473.2					
Nvec_vc1.1_XM_032364792.2	turquoise	0.972	Nvec_vc1.1_XM_032364792.2					
Nvec_vc1.1_XM_032387281.2	turquoise	0.972	Nvec_vc1.1_XM_032387281.2	Ovol3/Ovol1		zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032364441.2	turquoise	0.972	Nvec_vc1.1_XM_032364441.2				CAP	
Nvec_v1g122288	turquoise	0.972	Nvec_v1g122288	Dzip3			HEPN_DZIP3/NACHT/LRR_6/LRR_6/LRR_6/LRR_6	
Nvec_vc1.1_XM_032363460.2	turquoise	0.972	Nvec_vc1.1_XM_032363460.2	Frzb/Sfrp4			Fz/NTR	
Nvec_vc1.1_XM_032365331.2	turquoise	0.972	Nvec_vc1.1_XM_032365331.2				7tm_1	
Nvec_vc1.1_XM_048723061.1	turquoise	0.972	Nvec_vc1.1_XM_048723061.1				VWA	
Nvec_vc1.1_XM_001626916.3	turquoise	0.972	Nvec_vc1.1_XM_001626916.3				VWD/EGF/CBM_14	
Nvec_vc1.1_XM_048733044.1	turquoise	0.972	Nvec_vc1.1_XM_048733044.1					
Nvec_vc1.1_XM_032365328.2	turquoise	0.972	Nvec_vc1.1_XM_032365328.2				7tm_1	
Nvec_vc1.1_XM_032366212.2	turquoise	0.972	Nvec_vc1.1_XM_032366212.2				Ion_trans_2	
Nvec_vc1.1_XM_032377770.2	turquoise	0.972	Nvec_vc1.1_XM_032377770.2					
Nvec_vc1.1_XM_048730617.1	turquoise	0.972	Nvec_vc1.1_XM_048730617.1				S-methyl_trans	
Nvec_vc1.1_XM_048730632.1	turquoise	0.972	Nvec_vc1.1_XM_048730632.1				CUB/Lectin_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C	
Nvec_vc1.1_XM_048731951.1	turquoise	0.972	Nvec_vc1.1_XM_048731951.1	Slc5a11/Slc5a4a/Slc5a1/Gm5134/Slc5a2/Slc5a10/Slc5a4b/Slc5a9			SSF	
Nvec_vc1.1_XM_032383303.2	turquoise	0.972	Nvec_vc1.1_XM_032383303.2					
Nvec_vc1.1_XM_032376739.2	turquoise	0.972	Nvec_vc1.1_XM_032376739.2	Pgghg			DUF2152/Glyco_hydro_65m	
Nvec_vc1.1_XM_032363977.2	turquoise	0.971	Nvec_vc1.1_XM_032363977.2	Flt3/Kit/Flt1/Flt4/Kdr/Pdgfra/Csf1r/Pdgfrb			I-set/Ig_3/I-set/ig/I-set/ig/Ig_3/I-set/Pkinase_Tyr	
Nvec_vc1.1_XM_001630585.3	turquoise	0.971	Nvec_vc1.1_XM_001630585.3				Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_048733301.1	turquoise	0.971	Nvec_vc1.1_XM_048733301.1	Chrnb1/Htr3b/Chrnd/Chrne			Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_032370334.2	turquoise	0.971	Nvec_vc1.1_XM_032370334.2			THAP_finger.HG1.20:like:THAP11	THAP	tfs
Nvec_vc1.1_XM_032386057.2	turquoise	0.971	Nvec_vc1.1_XM_032386057.2				7tm_1	
Nvec_vc1.1_XM_032381207.2	turquoise	0.971	Nvec_vc1.1_XM_032381207.2				PA14/CHGN	
Nvec_vc1.1_XM_032382989.2	turquoise	0.971	Nvec_vc1.1_XM_032382989.2				7tm_1	
Nvec_vc1.1_XM_001637109.3	turquoise	0.97	Nvec_vc1.1_XM_001637109.3				MORN/MORN/MORN/MORN/MORN/MORN/MORN	
Nvec_vc1.1_XM_048722208.1	turquoise	0.97	Nvec_vc1.1_XM_048722208.1					
Nvec_vc1.1_XM_048731667.1	turquoise	0.97	Nvec_vc1.1_XM_048731667.1				PAN_1/Gal_Lectin	
Nvec_vc1.1_XM_032364662.2	turquoise	0.97	Nvec_vc1.1_XM_032364662.2				ANF_receptor/7tm_3	
Nvec_NVE17854	turquoise	0.97	Nvec_NVE17854					
Nvec_vc1.1_XM_048733542.1	turquoise	0.97	Nvec_vc1.1_XM_048733542.1				DUF4062/NACHT	
Nvec_vc1.1_XM_001625244.3	turquoise	0.97	Nvec_vc1.1_XM_001625244.3				F5_F8_type_C/PAN_1	
Nvec_vc1.1_XM_001632017.3	turquoise	0.969	Nvec_vc1.1_XM_001632017.3				7tm_1	
Nvec_vc1.1_XM_032369490.2	turquoise	0.969	Nvec_vc1.1_XM_032369490.2				Fibrinogen_C	
Nvec_vc1.1_XM_001627692.3	turquoise	0.969	Nvec_vc1.1_XM_001627692.3				7tm_1	
