gene	cell_type	stage	time	lvl	rpm_delta	rpm_delta_diff
Nvec_vc1.1_XM_048727456.1	NPC	D|2d planula	D|2d planula	3	0.00356819294427948	0.0478357304099512
Nvec_vc1.1_XM_048720569.1	cnidocyte	D|2d planula	D|2d planula	3	0.0226785608351942	0.0281915021124457
Nvec_vc1.1_XM_032364561.2	secretory	D|2d planula	D|2d planula	3	0.0502223502174881	0.0380163202859902
Nvec_vc1.1_XM_032383868.2	cnidocyte	D|2d planula	D|2d planula	3	0.00913610593230637	0.04101636214469
Nvec_vc1.1_XM_048723046.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0501417770864926	0.00973134768175579
Nvec_vc1.1_XM_032370011.2	NPC	D|2d planula	D|2d planula	3	0.0500194520496322	0.0397139979902759
Nvec_vc1.1_XM_001623127.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.015455152482448	0.0342483640882277
Nvec_vc1.1_XM_032373618.2	cnidocyte	D|2d planula	D|2d planula	3	0.0443743730060842	0.00531183423839166
Nvec_vc1.1_XM_048730021.1	gland.mucous	D|2d planula	D|2d planula	3	0.049389879965515	0.0188642360318562
Nvec_vc1.1_XM_001636315.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0117171538470829	0.0369506461293532
Nvec_vc1.1_XM_032366210.2	secretory	D|2d planula	D|2d planula	3	0.0485729566781738	0.0131574717093706
Nvec_vc1.1_XM_001625588.3	gland.mucous	D|2d planula	D|2d planula	3	0.035670468863983	0.012867322320867
Nvec_vc1.1_XM_032361906.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0110068839887495	0.0367984180538407
Nvec_vc1.1_XM_048728976.1	gland.mucous	D|2d planula	D|2d planula	3	0.00291170207278703	0.0447930032059381
Nvec_vc1.1_XM_032362607.2	NPC	D|2d planula	D|2d planula	3	0.00679742654440525	0.0405534357055768
Nvec_vc1.1_XM_032387283.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0134584378359011	0.0338768207621561
Nvec_vc1.1_XM_032364121.2	secretory	D|2d planula	D|2d planula	3	0	0.0468629144536688
Nvec_vc1.1_XM_032386464.2	cnidocyte	D|2d planula	D|2d planula	3	0.0465941402547625	0.0158544724744667
Nvec_vc1.1_XM_032362396.2	secretory	D|2d planula	D|2d planula	3	0.046304294526762	0.0171003563013123
Nvec_vc1.1_XM_032380374.2	cnidocyte	D|2d planula	D|2d planula	3	0.00714186779262379	0.0387692383595127
Nvec_vc1.1_XM_001635315.3	neuronal	D|2d planula	D|2d planula	3	0.0457086863796184	0.0367653745444628
Nvec_vc1.1_XM_001632929.3	neuronal	D|2d planula	D|2d planula	3	0.0455530578131304	0.0245151373808189
Nvec_vc1.1_XM_032378839.2	gastrodermis	D|2d planula	D|2d planula	3	0.0103366366031994	0.0350204383947649
Nvec_vc1.1_XM_032371032.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0453011826116868	0.0212022397379428
Nvec_vc1.1_XM_001625898.3	neuronal	D|2d planula	D|2d planula	3	0.0243332794118468	0.0206183985390528
Nvec_vc1.1_XM_001634956.3	cnidocyte	D|2d planula	D|2d planula	3	0.0446198873045797	0.00379655968879923
Nvec_vc1.1_XM_001635041.3	secretory	D|2d planula	D|2d planula	3	0.0445893299946516	0.0118066490411231
Nvec_vc1.1_XM_048723046.1	secretory	D|2d planula	D|2d planula	3	0.0444029413194752	0.0255777090707936
Nvec_vc1.1_XM_048724012.1	NPC	D|2d planula	D|2d planula	3	0.0106480735077201	0.0334904474786245
Nvec_vc1.1_XM_032363168.2	cnidocyte	D|2d planula	D|2d planula	3	0.0441090363152748	0.0108179431187086
Nvec_vc1.1_XM_001625997.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0131297961301654	0.0307118682370284
Nvec_vc1.1_XM_032377390.2	cnidocyte	D|2d planula	D|2d planula	3	0.0436043786649446	0.0196678435019944
Nvec_vc1.1_XM_048719714.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0348606368575768	0.00862009274634321
Nvec_vc1.1_XM_032378839.2	gland.mucous	D|2d planula	D|2d planula	3	0.0158309095904427	0.0273974643656046
Nvec_vc1.1_XM_001639705.3	cnidocyte	D|2d planula	D|2d planula	3	0.0428144251603074	0.0301452205407861
Nvec_vc1.1_XM_032378881.2	gastrodermis	D|2d planula	D|2d planula	3	0.0364315495452653	0.0061620221358687
Nvec_vc1.1_XM_032382520.2	gastrodermis	D|2d planula	D|2d planula	3	0.0425876269471039	0.0055107007713585
Nvec_vc1.1_XM_032376421.2	cnidocyte	D|2d planula	D|2d planula	3	0.0425252029634291	0.0167416689993797
Nvec_vc1.1_XM_032370011.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0425153736974603	0.00442257006711309
Nvec_vc1.1_XM_032385647.2	gastrodermis	D|2d planula	D|2d planula	3	0.0423208076502866	0.000436225374589497
Nvec_vc1.1_XM_032379398.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.012596269094433	0.0294638966874428
Nvec_vc1.1_XM_032375635.2	NPC	D|2d planula	D|2d planula	3	0.0143379385014952	0.0272848636600556
Nvec_vc1.1_XM_032374977.2	secretory	D|2d planula	D|2d planula	3	0.0415886099662795	0.0340078443928919
Nvec_vc1.1_XM_032378048.2	secretory	D|2d planula	D|2d planula	3	0.0239593952134941	0.0175300968887585
Nvec_vc1.1_XM_048726750.1	neuronal	D|2d planula	D|2d planula	3	0.0411551098045997	0.031651709077869
Nvec_vc1.1_XM_032366609.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.00672478344839484	0.0341183996001686
Nvec_vc1.1_XM_001625588.3	secretory	D|2d planula	D|2d planula	3	0.0040234356007196	0.0365204154526856
Nvec_vc1.1_XM_048725593.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0220142964559121	0.0183356691704818
Nvec_vc1.1_XM_032379457.2	gastrodermis	D|2d planula	D|2d planula	3	0.00459526352615467	0.0357326923442675
Nvec_vc1.1_XM_032383641.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.024636507469933	0.0151401407750355
Nvec_v1g210540	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0313342870549341	0.0083957964254589
Nvec_vc1.1_XM_032385496.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0396565645479284	0.0126608700473091
Nvec_vc1.1_XM_032361906.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0392148949336777	0.0332443635512642
Nvec_vc1.1_XM_001633156.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0347544181776452	0.00392837430229735
Nvec_vc1.1_XM_001629218.3	NPC	D|2d planula	D|2d planula	3	0.0186524260355978	0.0200067031215015
Nvec_vc1.1_XM_032364561.2	neuronal	D|2d planula	D|2d planula	3	0.00992298381196877	0.0287010702179859
Nvec_vc1.1_XM_032361906.2	NPC	D|2d planula	D|2d planula	3	0.0232502028909215	0.0153006041632811
Nvec_vc1.1_XM_032365096.2	neuronal	D|2d planula	D|2d planula	3	0.0381009096519615	0.0170323122619903
Nvec_vc1.1_XM_032362875.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0227662860530946	0.0152431339764427
Nvec_vc1.1_XM_001634956.3	gland.mucous	D|2d planula	D|2d planula	3	0.0355129650507328	0.00248831293954462
Nvec_vc1.1_XM_001640809.3	gastrodermis	D|2d planula	D|2d planula	3	0.0308545750218912	0.00606986604467412
Nvec_vc1.1_XM_032365212.2	NPC	D|2d planula	D|2d planula	3	0.00888569181982356	0.0279473836264643
Nvec_vc1.1_XM_001635015.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0366557792634689	0.0105789747357799
Nvec_vc1.1_XM_032384474.2	secretory	D|2d planula	D|2d planula	3	0	0.0366029864371852
Nvec_vc1.1_XM_032364373.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0364929997704843	0.021546625176971
Nvec_vc1.1_XM_032373617.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0364547471501798	0.00844846072474808
Nvec_vc1.1_XM_032370984.2	cnidocyte	D|2d planula	D|2d planula	3	0.0245876764995554	0.0117210220557499
Nvec_vc1.1_XM_001630333.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0319777857398782	0.00423815701843944
Nvec_vc1.1_XM_032383695.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0360196235942162	0.0127216755728895
Nvec_vc1.1_XM_048728976.1	secretory	D|2d planula	D|2d planula	3	0.00426951481067298	0.0315298250141206
Nvec_vc1.1_XM_032365096.2	gastrodermis	D|2d planula	D|2d planula	3	0.0111822199489045	0.0245032256144624
Nvec_vc1.1_XM_001634111.3	gastrodermis	D|2d planula	D|2d planula	3	0	0.0355544071494558
Nvec_vc1.1_XM_032366790.2	secretory	D|2d planula	D|2d planula	3	0.0354329751543735	0.00959810561381765
Nvec_vc1.1_XM_001632367.3	cnidocyte	D|2d planula	D|2d planula	3	0.0354309892187599	0.0159812196025086
Nvec_vc1.1_XM_032370011.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0350625154186699	0.0151644117753132
Nvec_vc1.1_XM_032384889.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0318882121103547	0.00306661588805675
Nvec_vc1.1_XM_032384789.2	cnidocyte	D|2d planula	D|2d planula	3	0.0295166499351437	0.00520428950277692
Nvec_vc1.1_XM_032385556.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0136411332633788	0.0209678517615796
Nvec_vc1.1_XM_001635276.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0343626836259405	0.0133682493058893
Nvec_vc1.1_XM_032361906.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0343096579038741	0.00559536751347526
Nvec_vc1.1_XM_032364561.2	gland.mucous	D|2d planula	D|2d planula	3	0.0342503838756906	0.0277446488702623
Nvec_vc1.1_XM_032367288.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0242736477647601	0.00977855810381173
Nvec_vc1.1_XM_032385556.2	NPC	D|2d planula	D|2d planula	3	0.0287506899186183	0.00507310484394026
Nvec_vc1.1_XM_032373640.2	gland.mucous	D|2d planula	D|2d planula	3	0.0336983317055538	0.00697082935403268
Nvec_vc1.1_XM_001634199.3	NPC	D|2d planula	D|2d planula	3	0.0193033228533656	0.0143877775874984
Nvec_vc1.1_XM_032372717.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0323372704628044	0.0255142885662509
Nvec_vc1.1_XM_032372078.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0142252057827193	0.018050298196789
Nvec_vc1.1_XM_032374977.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0184951087587142	0.0134974458933083
Nvec_vc1.1_XM_048732864.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0319777857398782	0.00267177185030521
Nvec_vc1.1_XM_048727456.1	secretory	D|2d planula	D|2d planula	3	0	0.0313325546780182
Nvec_vc1.1_XM_032366790.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0104537238925866	0.0208741928815514
Nvec_vc1.1_XM_001625588.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.029648871372268	0.00134400767422448
Nvec_v1g19278	gastrodermis	D|2d planula	D|2d planula	3	0.0309835630213108	0.0108670603944207
Nvec_vc1.1_XM_048720727.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0122044070225726	0.0183832713819906
Nvec_vc1.1_XM_032361906.2	gland.mucous	D|2d planula	D|2d planula	3	0.00991360033736849	0.020264491817104
Nvec_vc1.1_XM_001623084.3	secretory	D|2d planula	D|2d planula	3	0.0298541272643278	0.0142785735213627
Nvec_vc1.1_XM_032384474.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0296217879682155	0.0174896436696626
Nvec_vc1.1_XM_001636315.3	secretory	D|2d planula	D|2d planula	3	0.0295977460059933	0.00262238254060829
Nvec_vc1.1_XM_032380334.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0295507421486921	0.0139312006722668
Nvec_vc1.1_XM_032364561.2	cnidocyte	D|2d planula	D|2d planula	3	0.0215167653065394	0.00801219629789391
Nvec_vc1.1_XM_001627136.3	cnidocyte	D|2d planula	D|2d planula	3	0.00843332855289819	0.020975806551428
Nvec_vc1.1_XM_048727456.1	gland.mucous	D|2d planula	D|2d planula	3	0.0114107516423063	0.0179130431202967
Nvec_vc1.1_XM_001636859.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.00800046542080021	0.0210167282811129
Nvec_vc1.1_XM_032380735.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0179022263025017	0.0110601008985287
Nvec_vc1.1_XM_032367288.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00426291053220148	0.0244729877073958
Nvec_vc1.1_XM_032361906.2	gastrodermis	D|2d planula	D|2d planula	3	0.0258919510673213	0.00270386148379352
Nvec_vc1.1_XM_032366085.2	secretory	D|2d planula	D|2d planula	3	0	0.0284102854982038
Nvec_vc1.1_XM_032363985.2	gastrodermis	D|2d planula	D|2d planula	3	0.017915908894085	0.0102812002812743
Nvec_vc1.1_XM_001634505.3	gastrodermis	D|2d planula	D|2d planula	3	0.0281817471331378	0.015683294861563
Nvec_vc1.1_XM_001628279.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0265193811843527	0.0011527404346689
Nvec_vc1.1_XM_032366225.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0108538824763903	0.016683555127603
Nvec_vc1.1_XM_032379394.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0116541600012111	0.01567207622951
Nvec_vc1.1_XM_032362135.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0272956769732119	0.00478208752370165
Nvec_vc1.1_XM_048720727.1	neuronal	D|2d planula	D|2d planula	3	0.00392673929333103	0.0233202553974746
Nvec_vc1.1_XM_032362396.2	cnidocyte	D|2d planula	D|2d planula	3	0.0267815057538841	0.00807718944278843
Nvec_vc1.1_XM_048723046.1	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0266187272390593	0.0222920698790084
Nvec_vc1.1_XM_032370011.2	cnidocyte	D|2d planula	D|2d planula	3	0.0265190758835176	0.00194220771566686
Nvec_vc1.1_XM_032379723.2	NPC	D|2d planula	D|2d planula	3	0.0263009514481149	0.0136562732566532
Nvec_vc1.1_XM_032378152.2	gastrodermis	D|2d planula	D|2d planula	3	0	0.0262852839713632
Nvec_vc1.1_XM_032372078.2	secretory	D|2d planula	D|2d planula	3	0.0262227680992651	0.0151970362890313
Nvec_v1g210540	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00940093563075736	0.0167579285648023
Nvec_vc1.1_XM_032362307.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0260733446178563	0.00602188181669137
Nvec_vc1.1_XM_032377897.2	cnidocyte	D|2d planula	D|2d planula	3	0.0123745133850027	0.0134539523019536
Nvec_vc1.1_XM_032366098.2	gastrodermis	D|2d planula	D|2d planula	3	0.0252446522906383	0.0192537677162789
Nvec_v1g241767	secretory	D|2d planula	D|2d planula	3	0.0250512596704392	0.0232247237315498
Nvec_vc1.1_XM_001628279.3	gastrodermis	D|2d planula	D|2d planula	3	0.0250162258206081	0.00791656178511099
Nvec_vc1.1_XM_032362607.2	cnidocyte	D|2d planula	D|2d planula	3	0.0221636189552468	0.00269388191516182
Nvec_vc1.1_XM_032361849.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.00431933054952039	0.0204412918322869
Nvec_vc1.1_XM_048726174.1	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.024749753825879	0.00424987497825504
Nvec_vc1.1_XM_048724012.1	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00736549539009276	0.0172286090110159
Nvec_vc1.1_XM_001637733.3	gland.mucous	D|2d planula	D|2d planula	3	0.0134661951559624	0.0110479456410384
Nvec_vc1.1_XM_032374843.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00917243188301256	0.0153296807809969
Nvec_vc1.1_XM_032380141.2	secretory	D|2d planula	D|2d planula	3	0.0115719356250304	0.0127559801472276
Nvec_vc1.1_XM_048726750.1	secretory	D|2d planula	D|2d planula	3	0.0115719356250304	0.0127559801472276
Nvec_vc1.1_XM_001625898.3	cnidocyte	D|2d planula	D|2d planula	3	0.00293131734569393	0.0212057932612889
Nvec_vc1.1_XM_032373618.2	gland.mucous	D|2d planula	D|2d planula	3	0.0172425227137078	0.00678735968357781
Nvec_vc1.1_XM_001631673.3	gastrodermis	D|2d planula	D|2d planula	3	0.0218914828423792	0.00212342808113899
Nvec_vc1.1_XM_032364121.2	NPC	D|2d planula	D|2d planula	3	0.0137067070110075	0.0102959274848769
Nvec_vc1.1_XM_032375228.2	gastrodermis	D|2d planula	D|2d planula	3	0.00181773679567516	0.022110904792386
Nvec_vc1.1_XM_032378881.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0239246957396609	0.00912618054960733
Nvec_vc1.1_XM_032370984.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0237177050376313	0.008181994467748
Nvec_vc1.1_XM_048728853.1	gastrodermis	D|2d planula	D|2d planula	3	0.00148306919546203	0.022001968042464
Nvec_vc1.1_XM_032385556.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0232891436761018	0.00316145024523132
Nvec_vc1.1_XM_001636859.3	cnidocyte	D|2d planula	D|2d planula	3	0.0232250763123986	0.00767936827379221
Nvec_vc1.1_XM_032384965.2	NPC	D|2d planula	D|2d planula	3	0.00092122470746079	0.0219908049966449
Nvec_vc1.1_XM_032376421.2	gastrodermis	D|2d planula	D|2d planula	3	0.00256006338442083	0.0199070100717124
Nvec_vc1.1_XM_048730757.1	cnidocyte	D|2d planula	D|2d planula	3	0.0224281556872011	0.00380036838016848
Nvec_vc1.1_XM_032367288.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0221445957435533	0.00837970141672057
Nvec_vc1.1_XM_001623084.3	neuronal	D|2d planula	D|2d planula	3	0.0220522026254027	0.0175896621177965
Nvec_vc1.1_XM_001633902.3	secretory	D|2d planula	D|2d planula	3	0.0220001489872215	0.0203700474502724
Nvec_vc1.1_XM_032362396.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0218577100190937	0.00724468658304872
Nvec_vc1.1_XM_032374864.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.010716327523783	0.0106796472199582
Nvec_vc1.1_XM_032380141.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0213185238265854	0.00373491549284167
Nvec_vc1.1_XM_001625998.3	cnidocyte	D|2d planula	D|2d planula	3	0.0210918772262697	0.012403574682372
Nvec_vc1.1_XM_032374977.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0191542668661875	0.00191042655785006
Nvec_vc1.1_XM_001647471.3	gland.mucous	D|2d planula	D|2d planula	3	0.021040614667513	0.0162234970892953
Nvec_vc1.1_XM_032380735.2	gland.mucous	D|2d planula	D|2d planula	3	0.0103455136282247	0.0106497422514563
Nvec_vc1.1_XM_032371032.2	gastrodermis	D|2d planula	D|2d planula	3	0.00652614483122865	0.0144153226452508
Nvec_vc1.1_XM_001632368.2	cnidocyte	D|2d planula	D|2d planula	3	0.0122639694989364	0.00850652441772652
Nvec_vc1.1_XM_032376421.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.00353052094827509	0.0171650610241812
Nvec_vc1.1_XM_001634199.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.016866331683006	0.0038166836388558
Nvec_vc1.1_XM_001641129.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0206545884705039	0.00303055509125529
Nvec_vc1.1_XM_032370011.2	gland.mucous	D|2d planula	D|2d planula	3	0.0168852244489184	0.00367496931026122
Nvec_vc1.1_XM_032374843.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.00903474554061977	0.0114138816237093
Nvec_vc1.1_XM_048728853.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.00613579362235758	0.0141075201736332
Nvec_vc1.1_XM_001634199.3	secretory	D|2d planula	D|2d planula	3	0.00952809285332259	0.0105030106644415
Nvec_vc1.1_XM_001634199.3	gland.mucous	D|2d planula	D|2d planula	3	0.00649792047596942	0.0132824656867726
Nvec_vc1.1_XM_001627136.3	secretory	D|2d planula	D|2d planula	3	0.0196842589510456	0.0125081714254118
Nvec_vc1.1_XM_032379400.2	cnidocyte	D|2d planula	D|2d planula	3	0.00438281362893555	0.0152792810526396
Nvec_vc1.1_XM_032371032.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.019457670108325	5.89979693791341e-05
Nvec_vc1.1_XM_032384789.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0174222294804117	0.00196927591277012
Nvec_vc1.1_XM_001631093.3	secretory	D|2d planula	D|2d planula	3	0.00306447352686474	0.016263041660816
Nvec_vc1.1_XM_032362396.2	gland.mucous	D|2d planula	D|2d planula	3	0.0157891840561694	0.00343642259633719
Nvec_vc1.1_XM_032381020.2	NPC	D|2d planula	D|2d planula	3	0.0189662824372053	0.0148284266685658
Nvec_vc1.1_XM_032377450.2	NPC	D|2d planula	D|2d planula	3	0.00228445116850125	0.0166546171559363
Nvec_vc1.1_XM_032386947.2	secretory	D|2d planula	D|2d planula	3	0.0188144368035752	0.0109036421242512
Nvec_vc1.1_XM_048731064.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.00349379117711403	0.0151495251422171
Nvec_v1g241767	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0138452863931007	0.00467307405060269
Nvec_vc1.1_XM_032377135.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0110556364229371	0.00740228541434683
Nvec_vc1.1_XM_032374977.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0184047138478986	0.00603327485245069
Nvec_vc1.1_XM_032381908.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0180560192692932	0.012557902807622
Nvec_vc1.1_XM_032370011.2	secretory	D|2d planula	D|2d planula	3	0.0148555822121986	0.00319690640558646
Nvec_vc1.1_XM_032374843.2	NPC	D|2d planula	D|2d planula	3	0.00959023237056305	0.00824258996097549
Nvec_vc1.1_XM_032385556.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0176317532898884	0.00771337239650067
Nvec_vc1.1_XM_032375635.2	secretory	D|2d planula	D|2d planula	3	0.00357638720063964	0.0140250024760478
Nvec_vc1.1_XM_032369367.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0175073142455975	0.00507479032294789
Nvec_vc1.1_XM_001627136.3	NPC	D|2d planula	D|2d planula	3	0.0104944955244356	0.00690626755671943
Nvec_vc1.1_XM_001634956.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.017070231810879	0.009889399326596
Nvec_vc1.1_XM_001631763.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0169020079604723	0.0106897002027961
Nvec_vc1.1_XM_001627544.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0167769617218779	0.00303433951963123
Nvec_vc1.1_XM_032385556.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0164103741106266	0.0104151521475142
Nvec_vc1.1_XM_001635315.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0163919742027947	0.0131890337984891
Nvec_vc1.1_XM_032372717.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0163399537787759	0.0118475328560981
Nvec_vc1.1_XM_032385556.2	cnidocyte	D|2d planula	D|2d planula	3	0.0162109334002057	0.00163251599955621
Nvec_vc1.1_XM_032377390.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0160144594904751	7.46409893774142e-05
Nvec_vc1.1_XM_032381869.2	gastrodermis	D|2d planula	D|2d planula	3	0.00557258083563617	0.0101614043639979
Nvec_vc1.1_XM_032379723.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.0106659269265335	0.00501422885656786
Nvec_vc1.1_XM_001647471.3	cnidocyte	D|2d planula	D|2d planula	3	0.0155801514958128	0.00568551782759421
Nvec_vc1.1_XM_001638841.3	gastrodermis	D|2d planula	D|2d planula	3	0.0143659856364925	0.00084470928541373
Nvec_vc1.1_XM_032366790.2	NPC	D|2d planula	D|2d planula	3	0.0151126318790989	0.00112182925340556
Nvec_vc1.1_XM_032372078.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00464187231607974	0.01037742445428
Nvec_vc1.1_XM_032383641.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.00697885501412494	0.00802125544626885
Nvec_vc1.1_XM_001625898.3	secretory	D|2d planula	D|2d planula	3	0	0.0149658984868168
Nvec_vc1.1_XM_048728051.1	cnidocyte	D|2d planula	D|2d planula	3	0	0.0146711229946524
Nvec_vc1.1_XM_032379688.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0145018770995115	0.0114754286012444
Nvec_vc1.1_XM_001636859.3	NPC	D|2d planula	D|2d planula	3	0.0144656965365211	0.0014657875554783
Nvec_vc1.1_XM_032377897.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00691209341083108	0.00751300106455679
Nvec_vc1.1_XM_032367288.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.00563945131805806	0.00866842783298175
Nvec_vc1.1_XM_048723046.1	NPC	D|2d planula	D|2d planula	3	0.00880231662872861	0.00534708998782294
Nvec_vc1.1_XM_032372078.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0141480501442179	0.00739468586300593
Nvec_vc1.1_XM_032374864.2	gland.mucous	D|2d planula	D|2d planula	3	0.014085115887221	0.00545259271170625
Nvec_vc1.1_XM_032379457.2	gland.mucous	D|2d planula	D|2d planula	3	0.0140756039356742	0.00126384334979117
Nvec_vc1.1_XM_032379723.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0140669747342661	0.00702132552333214
Nvec_vc1.1_XM_001631326.3	secretory	D|2d planula	D|2d planula	3	0.0066003792483104	0.00727573237389138
Nvec_vc1.1_XM_001625588.3	cnidocyte	D|2d planula	D|2d planula	3	0.0137308807831638	0.00019795084834613
Nvec_vc1.1_XM_032380334.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00149760464810114	0.0120217054230981
Nvec_vc1.1_XM_032362379.2	secretory	D|2d planula	D|2d planula	3	0.0134843843697833	0.00535277143972477
Nvec_vc1.1_XM_001636315.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.00873216723240279	0.0046794024476939
Nvec_vc1.1_XM_032375228.2	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.0132478468313215	0.0120523549137951
Nvec_vc1.1_XM_001641129.3	gland.mucous	D|2d planula	D|2d planula	3	0.0131610636651798	0.012626174176499
Nvec_vc1.1_XM_032379723.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.0128624992481002	0.0089458264865419
Nvec_vc1.1_XM_001631375.3	gastrodermis	D|2d planula	D|2d planula	3	0.00795837436885852	0.00468110693740781
Nvec_vc1.1_XM_032387167.2	secretory	D|2d planula	D|2d planula	3	0.0125049727271103	0.00621722226095486
Nvec_vc1.1_XM_001634956.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.0106592619132927	0.00183745638547336
Nvec_vc1.1_XM_001641129.3	secretory	D|2d planula	D|2d planula	3	0.0124945862164015	0.0104514708544435
Nvec_vc1.1_XM_001637272.3	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.00490186186670972	0.00753467552823035
Nvec_vc1.1_XM_032379688.2	secretory	D|2d planula	D|2d planula	3	0.0122885551655704	0.00360695602809148
