gene	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_048723524.1	Nfx1	""	NFX1_ZF.HG1.1:NFX1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H
Nvec_vc1.1_XM_001640726.3	Nfya	""	NFYA.HG1.2:like:NFYA	CBFB_NFYA
Nvec_vc1.1_XM_001633239.3	Drap1	""	NFYB_NFYC.HG1.0:DRAP1	CBFD_NFYB_HMF
Nvec_vc1.1_XM_001625700.3	Nrf1	""	NRF1.HG1.2:NRF1	Nrf1_DNA-bind/Nrf1_activ_bdg
Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53
Nvec_vc1.1_XM_032382719.2	""	""	P53.HG1.5:like:TP53/TP63/TP73	P53/P53_tetramer
Nvec_vc1.1_XM_032377883.2	Trp63/Trp73/Trp53	""	P53.HG1.6:like:TP53/TP63/TP73	P53
Nvec_vc1.1_XM_001628892.3	""	""	Pipsqueak.HG1.0:NA	HTH_psq/HTH_psq/HTH_psq/HTH_psq/HTH_psq/DDE_1
Nvec_vc1.1_XM_032382712.2	/Rfx5	""	RFX.HG1.1:RFX5/RFX7	RFX5_N/RFX_DNA_binding
Nvec_vc1.1_XM_032385647.2	Rfx1/Rfx3/Rfx2	RFX1/2/3	RFX.HG1.2:RFX1/RFX2/RFX3	RFX_DNA_binding
Nvec_vc1.1_XM_032375228.2	""	Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding
Nvec_vc1.1_XM_032380334.2	""	""	RFX.HG1.6:like:RFX6	RFX_DNA_binding
Nvec_vc1.1_XM_032365096.2	Rfx6	Rfx4/6/8	RFX.HG1.7:RFX6	RFX_DNA_binding
Nvec_vc1.1_XM_048733736.1	Nfat5/Nfatc1/Nfatc4/Nfatc3/Nfatc2	""	RHD_Rel.HG1.0:like:NFAT5/NFATC1/NFATC2/NFATC3/NFATC4	RHD_DNA_bind/RHD_dimer
Nvec_vc1.1_XM_048724711.1	Relb/Rel/Rela	""	RHD_Rel.HG1.3:NFKB1/NFKB2	RHD_DNA_bind/RHD_dimer
Nvec_vc1.1_XM_001625588.3	Runx3/Runx2/Runx1	""	Runt_Runx.HG1.0:RUNX1/RUNX2/RUNX3	Runt
Nvec_vc1.1_XM_032367573.2	Samd11/Samd7	""	SAND.HG1.1:like:GMEB1/GMEB2	SAND/SAM_1
Nvec_vc1.1_XM_048722445.1	Deaf1	""	SAND.HG1.3:DEAF1	SAND
Nvec_vc1.1_XM_032380573.2	Smad6/Smad7	""	SMAD_MH1.HG1.0:SMAD6/SMAD7	MH1/MH2
Nvec_vc1.1_XM_032370541.2	Smad4	""	SMAD_MH1.HG1.1:SMAD4	MH1/MH2
Nvec_vc1.1_XM_001629605.3	""	""	SMAD_MH1.HG1.2:like:SMAD4	MH1/MH1/zf-HC5HC2H_2/PHD/PHD
Nvec_vc1.1_XM_001631607.3	Smad2/Smad3	""	SMAD_MH1.HG1.5:like:SMAD1/SMAD5/SMAD9	MH1/MH2
Nvec_vc1.1_XM_032364001.2	Smad9/Smad1/Smad5	""	SMAD_MH1.HG1.6:SMAD1/SMAD5/SMAD9	MH1/MH2
Nvec_vc1.1_XM_001634986.3	Stat5b/Stat5a/Stat6	""	STAT.HG1.2:STAT6	STAT_alpha/STAT_bind/SH2
Nvec_vc1.1_XM_001633156.3	""	""	T-box.HG1.1:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001633901.3	Tbx3/Tbx2	""	T-box.HG1.11:TBX2/TBX3	T-box
Nvec_vc1.1_XM_001633902.3	Tbx5/Tbx4	""	T-box.HG1.12:TBX4/TBX5	T-box
Nvec_vc1.1_XM_032374843.2	Tbx10/Tbx1	Tbx1/10-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001627136.3	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001632824.3	Tbx20	""	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001629218.3	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032377450.2	""	Tbx20-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032363603.2	Tbx18/Tbx22/Tbx15	""	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032380148.2	""	""	T-box.HG1.2:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001626820.3	""	""	T-box.HG1.2:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_001626717.3	""	""	T-box.HG1.4:like:EOMES/TBR1/TBX19/TBX21/TBXT	T-box
Nvec_vc1.1_XM_032378021.2	Tbx19/T	Brachyury	T-box.HG1.5:TBX19/TBXT	T-box
Nvec_vc1.1_XM_001636116.3	Tbpl2/Tbp	""	TBP.HG1.3:TBP/TBPL2	TBP/TBP
Nvec_vc1.1_XM_032364331.2	""	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA
Nvec_vc1.1_XM_048722500.1	Tead1/Tead4/Tead3/Tead2	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA/YBD
Nvec_vc1.1_XM_032380039.2	Tesmin	""	Tesmin_TSO1-like.HG1.2:LIN54/TESMIN	TCR/TCR
Nvec_vc1.1_XM_048729727.1	Thap4/Thap1/Thap3	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_048730025.1	Thap4/Thap1/Thap3	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_032368645.2	Thap2	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_032366790.2	Thap2	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_048720635.1	Thap4/Thap1/Thap3	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_032370334.2	""	""	THAP_finger.HG1.20:like:THAP11	THAP
Nvec_vc1.1_XM_001629958.3	Tsc22d4/Tsc22d2/Tsc22d1	""	TSC22.HG1.0:TSC22D1/TSC22D2/TSC22D3/TSC22D4	TSC22
Nvec_vc1.1_XM_048722812.1	Tulp2/Tulp1	""	Tub.HG1.2:TUB/TULP3	Tub
Nvec_vc1.1_XM_048725325.1	Prdm9/Prdm11	""	zf-C2H2.HG1.1:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032383547.2	""	""	zf-C2H2.HG1.10:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-met/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382255.2	""	""	zf-C2H2.HG1.11:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032386968.2	""	""	zf-C2H2.HG1.116:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2_4
Nvec_vc1.1_XM_001628705.3	""	""	zf-C2H2.HG1.119:PRDM4	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381719.2	Zfp367	""	zf-C2H2.HG1.122:ZNF367	zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_032368799.2	Zfp592	""	zf-C2H2.HG1.130:ZBTB45	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_v1g244929	Zfp438	""	zf-C2H2.HG1.14:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048734482.1	""	""	zf-C2H2.HG1.142:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032376554.2	""	""	zf-C2H2.HG1.17:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
