gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_048731547.1	cluster_8	14485	35591	""	""	""	Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta/Calx-beta	""
Nvec_vc1.1_XM_032383075.2	cluster_8	14486	4563	Wnt2/Wnt2b	Wnt2	""	wnt	""
Nvec_NVE8121	cluster_8	14487	1551	""	""	""	""	""
Nvec_vc1.1_XM_048724347.1	cluster_8	14488	1852	""	""	""	""	""
Nvec_vc1.1_XM_048734238.1	cluster_8	14489	5482	""	""	""	GPS/7tm_2	""
Nvec_vc1.1_XM_048721296.1	cluster_8	14490	41140	Fancg	""	""	""	""
Nvec_vc1.1_XM_032365715.2	cluster_8	14491	4921	""	""	""	Lig_chan-Glu_bd/Lig_chan	""
Nvec_vc1.1_XM_001640683.3	cluster_8	14492	3454	Gpr84	""	""	7tm_1	""
Nvec_vc1.1_XM_048728181.1	cluster_8	14493	4790	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048722719.1	cluster_8	14494	3038	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048719975.1	cluster_8	14495	5000	""	""	""	""	""
Nvec_vc1.1_XM_048730132.1	cluster_8	14496	1878	""	""	""	""	""
Nvec_vc1.1_XM_032367620.2	cluster_8	14497	2698	""	""	""	LicD	""
Nvec_vc1.1_XM_001630664.3	cluster_8	14498	3858	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032375596.2	cluster_8	14499	2820	""	""	""	GpcrRhopsn4	""
Nvec_v1g216088	cluster_8	14500	6116	""	""	""	Peptidase_C48	""
Nvec_vc1.1_XM_048734572.1	cluster_8	14501	24930	""	""	""	""	""
Nvec_vc1.1_XM_032380287.2	cluster_8	14502	1859	""	""	""	""	""
Nvec_v1g197843	cluster_8	14503	5108	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001628167.3	cluster_8	14504	24219	""	""	""	fn3/fn3	""
Nvec_vc1.1_XM_048720000.1	cluster_8	14505	39728	""	""	""	REJ/GPS/PLAT/PKD_channel	""
Nvec_vc1.1_XM_001632004.3	cluster_8	14506	6704	Rpp38	""	""	""	""
Nvec_vc1.1_XM_032365331.2	cluster_8	14507	6797	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048726524.1	cluster_8	14508	10789	""	""	""	TSP_1/TSP_1	""
Nvec_vc1.1_XM_001639216.3	cluster_8	14509	3672	Cela2a/Ctrc/Cela3b/Cela1/Cela3a	""	""	Trypsin/ShK	""
Nvec_vc1.1_XM_001638679.3	cluster_8	14510	6247	Slc16a2/Slc16a10	""	""	MFS_1	""
Nvec_vc1.1_XM_032374006.2	cluster_8	14511	13665	Mars1	""	""	GST_N_5/tRNA-synt_1g/WHEP-TRS	""
Nvec_vc1.1_XM_048728098.1	cluster_8	14512	13743	Scnn1b/Scnn1a/Scnn1g	""	""	ASC	""
Nvec_vc1.1_XM_048733449.1	cluster_8	14513	3082	""	""	""	DUF924	""
Nvec_vc1.1_XM_001632822.3	cluster_8	14514	4088	""	""	""	F5_F8_type_C	""
Nvec_vc1.1_XM_048720323.1	cluster_8	14515	3572	""	""	""	Tubulin/Tubulin_C	""
Nvec_vc1.1_XM_001634728.3	cluster_8	14516	2676	""	""	""	CLN3	""
Nvec_vc1.1_XM_001636823.3	cluster_8	14517	9839	""	""	""	VCBS/VCBS/VCBS/UnbV_ASPIC/Big_9/An_peroxidase	""
Nvec_vc1.1_XM_048729358.1	cluster_8	14518	1619	""	""	""	Viral_alk_exo	""
Nvec_vc1.1_XM_048719646.1	cluster_8	14519	34385	""	""	""	REJ/GPS/PLAT/PKD_channel	""
Nvec_vc1.1_XM_048720277.1	cluster_8	14520	2264	""	""	""	""	""
Nvec_vc1.1_XM_048732378.1	cluster_8	14521	16746	Haus5	""	""	HAUS5	""
Nvec_vc1.1_XM_032379490.1	cluster_8	14522	1967	""	""	""	""	""
Nvec_vc1.1_XM_048726294.1	cluster_8	14523	14425	""	""	""	RVT_1/RVT_1/RT_RNaseH_2/Integrase_H2C2	""
Nvec_vc1.1_XM_032377736.2	cluster_8	14524	11956	Antkmt/Atpsckmt/Gm50367	""	""	""	""
Nvec_vc1.1_XM_048729562.1	cluster_8	14525	8285	Slc9c1	""	""	Na_H_Exchanger/Ion_trans/cNMP_binding	""
Nvec_vc1.1_XM_048727258.1	cluster_8	14526	15919	""	""	""	""	""
Nvec_vc1.1_XM_048725260.1	cluster_8	14527	8096	""	""	""	""	""
Nvec_vc1.1_XM_048728730.1	cluster_8	14528	4883	""	""	""	""	""
Nvec_vc1.1_XM_048730007.1	cluster_8	14529	27210	Ganab/Ganc/Gm52968	""	""	Gal_mutarotas_2/Glyco_hydro_31	""
Nvec_vc1.1_XM_048724784.1	cluster_8	14530	6428	""	""	""	UPAR_LY6	""
Nvec_vc1.1_XM_001640813.3	cluster_8	14531	5005	Mettl15	""	""	Methyltransf_5	""
Nvec_NVE12973	cluster_8	14532	1625	Spmip2	""	""	DUF4562	""
Nvec_vc1.1_XM_032384280.2	cluster_8	14533	7906	""	""	""	Beta_elim_lyase	""
Nvec_vc1.1_XM_001627012.3	cluster_8	14534	23985	Smyd5	""	""	SET	""
Nvec_vc1.1_XM_032381141.2	cluster_8	14535	9579	""	""	""	RVT_1	""
Nvec_vc1.1_XM_001629165.3	cluster_8	14536	5346	Psmf1	""	""	PI31_Prot_N	""
Nvec_vc1.1_XM_001628712.3	cluster_8	14537	9564	""	""	""	""	""
Nvec_vc1.1_XM_048726261.1	cluster_8	14538	10340	""	""	""	EGF/EGF/EGF/EGF/EGF	""
Nvec_vc1.1_XM_032371184.2	cluster_8	14539	4364	Phf5a	""	""	PHF5	""
Nvec_vc1.1_XM_032373818.2	cluster_8	14540	41826	Smc3	""	""	SMC_N/SMC_hinge	""
Nvec_vc1.1_XM_032369154.1	cluster_8	14541	5164	""	""	""	BTB	""
Nvec_vc1.1_XM_032370385.2	cluster_8	14542	31527	Cfb/C2/Gm20547	""	""	Sushi/VWA/Trypsin	""
Nvec_vc1.1_XM_032371916.2	cluster_8	14543	7501	""	""	""	""	""
Nvec_vc1.1_XM_032387416.2	cluster_8	14544	4588	""	""	""	""	""
Nvec_vc1.1_XM_032381770.2	cluster_8	14545	3664	""	""	""	""	""
Nvec_vc1.1_XM_048730873.1	cluster_8	14546	48641	""	""	""	Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/F5_F8_type_C	""
Nvec_vc1.1_XM_001630902.3	cluster_8	14547	5069	""	""	""	PAN_1/F5_F8_type_C	""
Nvec_vc1.1_XM_032374118.2	cluster_8	14548	11974	""	""	""	""	""
Nvec_vc1.1_XM_032366960.2	cluster_8	14549	24517	Dync2i1	""	""	""	""
Nvec_vc1.1_XM_032376622.2	cluster_8	14550	9815	""	""	""	""	""
Nvec_vc1.1_XM_032379498.2	cluster_8	14551	8304	""	""	zf-C2H2.HG1.6:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2_4	tfs
Nvec_vc1.1_XM_032386291.2	cluster_8	14552	11779	""	""	""	MFS_2/MFS_2	""
Nvec_vc1.1_XM_032386709.2	cluster_8	14553	5313	Dsel/Dse	""	""	""	""
Nvec_vc1.1_XM_048726532.1	cluster_8	14554	12896	Vps33a	""	""	Sec1	""
Nvec_vc1.1_XM_048725926.1	cluster_8	14555	20296	Gusb	""	""	Glyco_hydro_2_N/Glyco_hydro_2/Glyco_hydro_2_C	""
Nvec_vc1.1_XM_048733316.1	cluster_8	14556	17021	""	""	""	AtuA	""
Nvec_vc1.1_XM_048721075.1	cluster_8	14557	4240	""	""	""	ATP-gua_PtransN/ATP-gua_Ptrans	""
Nvec_vc1.1_XM_032384015.2	cluster_8	14558	10432	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_032364722.2	cluster_8	14559	34980	Hrh1	""	""	7tm_1	""
Nvec_vc1.1_XM_001620632.3	cluster_8	14560	3295	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032365057.2	cluster_8	14561	4206	""	""	""	""	""
Nvec_vc1.1_XM_048733234.1	cluster_8	14562	42394	C2cd3	""	""	C2/C2/C2	""
Nvec_vc1.1_XM_048728499.1	cluster_8	14563	5030	Sod3	""	""	Sod_Cu	""
Nvec_vc1.1_XM_048722961.1	cluster_8	14564	18734	""	""	""	cNMP_binding/cNMP_binding/Pkinase	""
Nvec_vc1.1_XM_048722839.1	cluster_8	14565	6124	""	""	""	CAP	""
Nvec_NVE14008	cluster_8	14566	4656	""	""	""	""	""
Nvec_vc1.1_XM_001634329.3	cluster_8	14567	6144	Casr/Vmn2r1/Vmn2r56/Vmn2r62/Vmn2r53/Vmn2r57/Vmn2r54/Vmn2r7/Vmn2r128/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r6/Vmn2r2/Gm14496/Gprc6a/Vmn2r63//Vmn2r59/Vmn2r61/Vmn2r60/Vmn2r58/Tas1r2/Tas1r1/Vmn2r14	""	""	ANF_receptor/NCD3G/7tm_3	""
Nvec_vc1.1_XM_048734601.1	cluster_8	14568	76110	""	""	""	CARDB/CARDB/CARDB/CARDB	""
Nvec_vc1.1_XM_032375317.2	cluster_8	14569	12779	Slc22a6	""	""	Sugar_tr	""
Nvec_vc1.1_XM_048725636.1	cluster_8	14570	27898	Ric1	""	""	RIC1	""
Nvec_vc1.1_XM_001641545.3	cluster_8	14571	14634	""	""	""	FYVE	""
Nvec_vc1.1_XM_048726099.1	cluster_8	14572	1067	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001635853.3	cluster_8	14573	923	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048724470.1	cluster_8	14574	5301	""	""	""	DUF1759/RVT_1/Peptidase_A17/Integrase_H2C2/rve/DUF5641	""
Nvec_vc1.1_XM_032361923.2	cluster_8	14575	2981	""	""	""	Thioredoxin	""
Nvec_vc1.1_XM_032385531.2	cluster_8	14576	8535	""	""	""	VWC	""
Nvec_vc1.1_XM_001623315.3	cluster_8	14577	3478	Nthl1	""	""	HhH-GPD/HHH	""
Nvec_vc1.1_XM_048720727.1	cluster_8	14578	10238	Irf7/Irf4/Irf8/Irf5/Irf9/Irf6/Irf3	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF/IRF-3	tfs
Nvec_vc1.1_XM_032383404.2	cluster_8	14579	13189	""	""	""	CUB/FXa_inhibition/An_peroxidase/Mucin2_WxxW	""
Nvec_vc1.1_XM_001626465.3	cluster_8	14580	1314	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032380042.2	cluster_8	14581	3623	""	""	""	""	""
Nvec_vc1.1_XM_048721038.1	cluster_8	14582	10022	Prmt7	""	""	PrmA	""
Nvec_vc1.1_XM_032383025.2	cluster_8	14583	4241	""	""	""	GFP	""
Nvec_vc1.1_XM_048731105.1	cluster_8	14584	2588	""	""	""	Galactosyl_T	""
Nvec_v1g212191	cluster_8	14585	848	Drd1/Drd5/Drd3	""	""	7tm_1	""
Nvec_vc1.1_XM_048724875.1	cluster_8	14586	22227	""	""	""	ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc	""
Nvec_vc1.1_XM_048734718.1	cluster_8	14587	25543	Pfkp/Pfkm/Pfkl	""	""	PFK/PFK	""
Nvec_vc1.1_XM_001633843.3	cluster_8	14588	1859	Cd302/Klrh1	""	""	Lectin_C	""
Nvec_vc1.1_XM_032364244.2	cluster_8	14589	14058	""	""	""	COLFI	""
Nvec_vc1.1_XM_048731043.1	cluster_8	14590	32357	Atat1	""	""	Acetyltransf_16	""
Nvec_vc1.1_XM_048725759.1	cluster_8	14591	8648	Bsph2	""	""	VWC/fn2	""
Nvec_vc1.1_XM_001641630.3	cluster_8	14592	5958	Ttc38	""	""	""	""
Nvec_NVE16189	cluster_8	14593	2538	""	""	""	PIF1	""
Nvec_vc1.1_XM_048719980.1	cluster_8	14594	4363	""	""	""	PAN_1	""
Nvec_vc1.1_XM_048720758.1	cluster_8	14595	5293	""	""	""	""	""
Nvec_vc1.1_XM_048733033.1	cluster_8	14596	5612	""	""	""	Herpes_teg_N	""
Nvec_vc1.1_XM_032373681.2	cluster_8	14597	10505	A830018L16Rik	""	""	DUF5586/DUF5586	""
Nvec_vc1.1_XM_048734115.1	cluster_8	14598	10126	""	""	""	Collagen/Ig_3/Ig_3/Ig_3/I-set/I-set/TLD	""
Nvec_vc1.1_XM_032367541.2	cluster_8	14599	1314	""	""	""	""	""
Nvec_v1g205553	cluster_8	14600	1520	""	""	""	""	""
Nvec_vc1.1_XM_001633790.3	cluster_8	14601	12594	Rbm26/Rbm27	""	""	PWI/zf-CCCH/Nup35_RRM_2	""
Nvec_vc1.1_XM_032380533.2	cluster_8	14602	10405	""	""	""	ubiquitin/Arm	""
Nvec_vc1.1_XM_048729471.1	cluster_8	14603	42037	Ttc6	""	""	TPR_11/TPR_16/TPR_16/TPR_16/TPR_11/TPR_8/TPR_11/TPR_11/TPR_1	""
Nvec_vc1.1_XM_001633197.3	cluster_8	14604	4748	""	""	""	TauD	""
Nvec_vc1.1_XM_048734147.1	cluster_8	14605	18449	""	""	""	Indigoidine_A/PfkB	""
Nvec_vc1.1_XM_032366519.2	cluster_8	14606	16664	Vps16	""	""	Vps16_N/Vps16_C	""
Nvec_vc1.1_XM_048727925.1	cluster_8	14607	6012	""	""	""	DUF1759	""
Nvec_vc1.1_XM_032374258.2	cluster_8	14608	19081	""	""	""	Ras/RCC1/RCC1/RCC1_2/RCC1_2	""
Nvec_vc1.1_XM_048722492.1	cluster_8	14609	89144	Dennd5a/Dennd5b	""	""	uDENN/DENN/dDENN/RUN/PLAT/RUN	""
Nvec_vc1.1_XM_048725586.1	cluster_8	14610	5152	""	""	""	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C	""
Nvec_vc1.1_XM_032382639.2	cluster_8	14611	9264	""	""	""	ASC	""
Nvec_vc1.1_XM_032378311.2	cluster_8	14612	2464	""	""	""	Ras	""
Nvec_vc1.1_XM_048720231.1	cluster_8	14613	3564	""	""	""	""	""
Nvec_vc1.1_XM_032366306.2	cluster_8	14614	7763	Trmt61a	""	""	GCD14	""
Nvec_vc1.1_XM_048733931.1	cluster_8	14615	19807	""	""	""	""	""
Nvec_vc1.1_XM_001637217.3	cluster_8	14616	3457	""	""	""	DSPc	""
Nvec_vc1.1_XM_048729119.1	cluster_8	14617	40317	Myof/Dysf/Fer1l5	""	""	C2/C2/FerI/C2/FerA/FerB/C2/C2/C2/Ferlin_C	""
Nvec_vc1.1_XM_048731409.1	cluster_8	14618	1937	""	""	""	DUF640	""
Nvec_vc1.1_XM_048720612.1	cluster_8	14619	15466	""	""	""	Laminin_G_2/Laminin_G_2/EGF	""
Nvec_vc1.1_XM_032375264.2	cluster_8	14620	7162	Dlk2	""	""	PAN_1	""
Nvec_vc1.1_XM_048729900.1	cluster_8	14621	2280	Gp9	""	""	LRR_8	""
Nvec_vc1.1_XM_001628784.3	cluster_8	14622	2516	Fntb/Churc1	""	""	Churchill	""
Nvec_vc1.1_XM_048732836.1	cluster_8	14623	18175	Mccc1	""	""	Biotin_carb_N/CPSase_L_D2/Biotin_carb_C/Biotin_lipoyl	""
Nvec_vc1.1_XM_001638551.3	cluster_8	14624	7913	Cpeb1	""	""	RRM_7/CEBP_ZZ	""
Nvec_vc1.1_XM_032377519.2	cluster_8	14625	5272	""	""	""	""	""
Nvec_vc1.1_XM_001630519.3	cluster_8	14626	5723	Noto	""	Homeodomains.HG1.49:like:NOTO	Homeodomain	tfs
Nvec_v1g239380	cluster_8	14627	3387	""	""	""	""	""
Nvec_vc1.1_XM_032378799.2	cluster_8	14628	14254	""	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_032373407.2	cluster_8	14629	17506	""	""	""	EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF	""
Nvec_vc1.1_XM_048722610.1	cluster_8	14630	31250	""	""	""	Lectin_C/PA14/PA14/GPS/7tm_2	""
Nvec_vc1.1_XM_032373496.2	cluster_8	14631	6578	Meox2/Meox1	""	Homeodomains.HG1.64:MEOX1/MEOX2	Homeodomain	tfs
Nvec_vc1.1_XM_032364317.2	cluster_8	14632	8107	""	""	""	dsrm/dsrm/dsrm	""
Nvec_v1g247004	cluster_8	14633	1641	""	""	""	""	""
Nvec_vc1.1_XM_048730353.1	cluster_8	14634	19583	Wdr81	""	""	Beach/WD40	""
Nvec_vc1.1_XM_032369360.2	cluster_8	14635	15412	""	""	""	""	""
Nvec_vc1.1_XM_048722663.1	cluster_8	14636	7435	Slc9b1/Slc9b2	""	""	Na_H_Exchanger	""
Nvec_vc1.1_XM_001626714.3	cluster_8	14637	5515	Coq4	""	""	Coq4	""
Nvec_vc1.1_XM_048724374.1	cluster_8	14638	2406	""	""	""	MFS_1_like	""
Nvec_v1g237880	cluster_8	14639	6682	""	""	""	""	""
Nvec_vc1.1_XM_048734641.1	cluster_8	14640	11680	Kics2	""	""	C12orf66_like	""
Nvec_NVE14802	cluster_8	14641	2259	""	""	""	""	""
Nvec_NVE23463	cluster_8	14642	2596	""	""	""	RVT_1	""
Nvec_vc1.1_XM_001635623.3	cluster_8	14643	7830	Fah	""	""	FAA_hydrolase_N/FAA_hydrolase	""
Nvec_vc1.1_XM_032385202.2	cluster_8	14644	8916	Slc5a3	""	""	SSF	""
Nvec_vc1.1_XM_032378150.2	cluster_8	14645	10499	""	""	""	F5_F8_type_C	""
Nvec_vc1.1_XM_001628730.3	cluster_8	14646	9467	Mvd	""	""	GHMP_kinases_N/MDD_C	""
Nvec_vc1.1_XM_048734413.1	cluster_8	14647	19657	""	""	""	""	""
Nvec_vc1.1_XM_001622344.3	cluster_8	14648	11836	Gdap2	""	""	Macro/CRAL_TRIO_2	""
Nvec_vc1.1_XM_032381970.2	cluster_8	14649	12449	Tbc1d19	""	""	RabGAP-TBC	""
Nvec_vc1.1_XM_001628915.3	cluster_8	14650	14324	""	""	""	""	""
Nvec_vc1.1_XM_032382256.2	cluster_8	14651	6835	""	""	""	""	""
Nvec_vc1.1_XM_048724386.1	cluster_8	14652	19423	Cdk12/Cdk13	""	""	Pkinase	""
Nvec_vc1.1_XM_032375099.2	cluster_8	14653	9577	Dph1	""	""	Diphthamide_syn	""
Nvec_vc1.1_XM_032373890.2	cluster_8	14654	22234	Hmmr	""	""	HMMR_N/HMMR_C	""
Nvec_vc1.1_XM_032371191.2	cluster_8	14655	15006	""	""	""	Ion_trans_2	""
Nvec_vc1.1_XM_048725824.1	cluster_8	14656	2732	""	""	""	EF-hand_7/EF-hand_7	""
Nvec_vc1.1_XM_001629131.3	cluster_8	14657	2887	Taar6/Htr2b	""	""	7tm_1	""
Nvec_vc1.1_XM_032381830.2	cluster_8	14658	13257	Sycp1	""	""	SCP-1	""
Nvec_vc1.1_XM_032380226.2	cluster_8	14659	6064	""	""	""	DUF229	""
Nvec_NVE13164	cluster_8	14660	1848	""	""	""	""	""
Nvec_vc1.1_XM_048722574.1	cluster_8	14661	61588	Dnah1	""	""	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C	""
Nvec_vc1.1_XM_048722875.1	cluster_8	14662	72505	""	""	""	ShK/Lectin_C/Lectin_C/Laminin_G_3/Laminin_G_3/PA14/PA14/Laminin_G_3/WSC/PLAT	""
Nvec_vc1.1_XM_032376054.2	cluster_8	14663	7131	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032370048.2	cluster_8	14664	20344	Mkrn3/Mkrn1/Mkrn2	""	""	zf-CCCH/zf-CCCH/zf-C3HC4/zf-CCCH_2	""
Nvec_vc1.1_XM_032381817.2	cluster_8	14665	2965	""	""	""	""	""
Nvec_vc1.1_XM_032377744.2	cluster_8	14666	10733	Cep70	""	""	""	""
Nvec_vc1.1_XM_032369884.2	cluster_8	14667	21457	Clspn	""	""	""	""
Nvec_vc1.1_XM_048732406.1	cluster_8	14668	3743	Mbd4	""	""	MBD/MBD/MBD	""
Nvec_vc1.1_XM_048720234.1	cluster_8	14669	47023	""	""	""	Laminin_G_3/F5_F8_type_C/WSC/REJ/PLAT/PKD_channel	""
Nvec_vc1.1_XM_032371818.2	cluster_8	14670	7714	Tfb1m	""	""	RrnaAD	""
Nvec_vc1.1_XM_032379314.2	cluster_8	14671	13848	Nox1/Nox3/Cybb	""	""	Ferric_reduct/FAD_binding_8/NAD_binding_6	""
Nvec_vc1.1_XM_048725316.1	cluster_8	14672	13814	Otoa/Strc	""	""	""	""
Nvec_NVE7039	cluster_8	14673	1795	""	""	""	""	""
Nvec_vc1.1_XM_032387132.2	cluster_8	14674	4450	Toe1	""	""	CAF1/CAF1	""
Nvec_vc1.1_XM_048721290.1	cluster_8	14675	51877	""	""	""	GATase_2/Glu_syn_central/Glu_synthase/GXGXG/Fer4_20/Pyr_redox_2	""
Nvec_vc1.1_XM_048724265.1	cluster_8	14676	41400	""	""	""	Arm	""
Nvec_vc1.1_XM_001626816.3	cluster_8	14677	5621	""	""	""	O-FucT	""
Nvec_vc1.1_XM_001632680.3	cluster_8	14678	3796	""	""	""	TatD_DNase	""
Nvec_vc1.1_XM_032379987.2	cluster_8	14679	9237	""	""	""	""	""
Nvec_vc1.1_XM_032375216.2	cluster_8	14680	2366	Nudt18	""	""	NUDIX	""
Nvec_vc1.1_XM_048721788.1	cluster_8	14681	7472	Ccdc174	""	""	DUF4078	""
Nvec_vc1.1_XM_048724390.1	cluster_8	14682	14628	""	""	""	PSI_integrin/Integrin_beta/I-EGF_1/Integrin_B_tail/Integrin_b_cyt	""
Nvec_vc1.1_XM_032362176.2	cluster_8	14683	901	""	""	""	""	""
Nvec_vc1.1_XM_048734722.1	cluster_8	14684	45017	Snrnp48	""	""	PWI	""
Nvec_vc1.1_XM_048725349.1	cluster_8	14685	77872	Wfdc8	""	""	Kazal_2/WAP/WAP/VWA/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/WAP/VWA/VWA/Kazal_2/Kazal_2/VWA/WAP/Kazal_2/Kazal_2/VWA/WAP/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/VWA/Kazal_2/VWA/Kazal_1/VWA	""
Nvec_vc1.1_XM_048727646.1	cluster_8	14686	48018	Snx2/Snx1	""	""	PX/Vps5	""
Nvec_vc1.1_XM_032363988.2	cluster_8	14687	16925	""	""	""	Pkinase_Tyr/Roc/COR/Death	""
Nvec_vc1.1_XM_032365546.2	cluster_8	14688	42010	Cfap54	""	""	DUF4486	""
Nvec_vc1.1_XM_048732544.1	cluster_8	14689	15839	""	""	""	""	""
Nvec_vc1.1_XM_032364801.2	cluster_8	14690	2181	""	""	""	""	""
Nvec_vc1.1_XM_001630623.3	cluster_8	14691	4218	Apoo/Apool	""	""	ApoO	""
Nvec_vc1.1_XM_032379920.2	cluster_8	14692	5444	""	""	""	""	""
Nvec_vc1.1_XM_048733586.1	cluster_8	14693	9914	4933405O20Rik/Idh3g	""	""	Iso_dh	""
Nvec_vc1.1_XM_032375745.2	cluster_8	14694	21887	Ap3m2/Ap3m1	""	""	Clat_adaptor_s/Adap_comp_sub	""
